Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
4290,3/25/2005,D.E.B.S.,"$3,500,000","$96,793","$96,793"
4394,3/25/2005,Oldboy,"$3,000,000","$6,239,723","$707,391"
4727,3/25/2005,The Ballad of Jack and Rose,"$1,500,000","$1,126,258","$712,294"
2062,3/30/2005,Beauty Shop,"$25,000,000","$38,351,350","$36,351,350"
2345,4/2/2005,Boogeyman,"$20,000,000","$67,192,859","$46,752,382"
2838,4/2/2005,The Wedding Date,"$15,000,000","$47,175,038","$31,726,995"
596,4/3/2005,Be Cool,"$75,000,000","$94,944,017","$55,849,401"
903,4/3/2005,The Pacifier,"$56,000,000","$198,006,880","$113,006,880"
1880,4/3/2005,The Jacket,"$28,500,000","$15,452,978","$6,301,131"
4109,4/3/2005,Dear Frankie,"$4,600,000","$3,099,369","$1,340,891"
628,4/11/2005,Jarhead,"$72,000,000","$96,947,540","$62,647,540"
779,4/11/2005,Chicken Little,"$60,000,000","$310,043,823","$135,386,665"
4704,4/11/2005,I Love Your Work,"$1,600,000","$3,264","$3,264"
4747,4/11/2005,Wal-Mart: The High Cost of Low Price,"$1,500,000","$58,692",$0
5137,4/11/2005,Show Me,"$400,000",$0,$0
2558,4/15/2005,The Amityville Horror,"$18,500,000","$109,175,673","$65,233,369"
4593,4/15/2005,House of D,"$2,000,000","$466,106","$388,532"
4600,4/15/2005,It's All Gone Pete Tong,"$2,000,000","$2,226,603","$120,620"
418,4/22/2005,The Interpreter,"$90,000,000","$162,753,837","$72,708,161"
2089,4/22/2005,A Lot Like Love,"$25,000,000","$41,921,590","$21,835,784"
2139,4/22/2005,King's Ransom,"$25,000,000","$4,049,527","$4,008,527"
2502,4/22/2005,The Game of Their Lives,"$20,000,000","$375,474","$375,474"
2783,4/22/2005,Madison,"$15,500,000","$517,262","$517,262"
858,4/29/2005,XXX: State of the Union,"$60,000,000","$71,073,932","$26,873,932"
1191,4/29/2005,The Hitchhiker's Guide to the Galaxy,"$45,000,000","$102,746,214","$51,019,112"
4758,4/29/2005,Holy Girl,"$1,400,000","$1,261,792","$304,124"
5350,4/29/2005,Funny Ha Ha,"$30,000","$82,698","$77,070"
977,5/8/2005,The Dukes of Hazzard,"$53,000,000","$109,848,461","$80,270,227"
3206,5/8/2005,2046,"$12,000,000","$19,287,485","$1,442,338"
3794,5/8/2005,The Chumscrubber,"$6,800,000","$49,526","$49,526"
3950,5/8/2005,Saint Ralph,"$5,200,000","$1,695,126","$795,126"
5391,5/8/2005,My Date With Drew,"$1,100","$181,041","$181,041"
1751,5/10/2005,Wallace & Gromit: The Curse of the Were-Rabbit,"$30,000,000","$197,593,152","$56,068,547"
4714,5/10/2005,The Squid and the Whale,"$1,500,000","$11,191,423","$7,372,734"
1172,5/13/2005,Monster-in-Law,"$45,000,000","$155,931,301","$82,931,301"
1190,5/13/2005,Kicking and Screaming,"$45,000,000","$55,842,724","$52,842,724"
1242,5/13/2005,Danny the Dog,"$43,000,000","$49,037,621","$24,537,621"
1961,5/13/2005,Mindhunters,"$27,000,000","$16,566,235","$4,476,235"
3813,5/13/2005,Layer Cake,"$6,500,000","$11,745,931","$2,339,957"
5052,5/13/2005,Mad Hot Ballroom,"$500,000","$9,387,581","$8,117,961"
273,5/19/2005,Star Wars Ep. III: Revenge of the Sith,"$115,000,000","$848,998,877","$380,270,577"
482,5/27/2005,The Longest Yard,"$82,000,000","$190,320,568","$158,119,460"
578,5/27/2005,Madagascar,"$75,000,000","$556,559,566","$193,595,521"
4486,5/27/2005,Saving Face,"$2,500,000","$1,269,705","$1,187,266"
305,6/5/2005,Kingdom of Heaven,"$110,000,000","$218,853,353","$47,398,413"
1565,6/5/2005,House of Wax,"$35,000,000","$70,064,800","$32,064,800"
3701,6/5/2005,Crash,"$7,303,082","$101,173,038","$55,334,418"
5172,6/5/2005,Fighting Tommy Riley,"$300,000","$10,514","$10,514"
146,6/15/2005,Batman Begins,"$150,000,000","$359,142,722","$205,343,774"
3369,6/17/2005,The Perfect Man,"$10,000,000","$19,535,005","$16,535,005"
4571,6/17/2005,Me and You and Everyone We Know,"$2,000,000","$9,615,464","$3,885,134"
4690,6/17/2005,My Summer of Love,"$1,700,000","$4,727,375","$1,000,915"
1037,6/22/2005,Herbie: Fully Loaded,"$50,000,000","$144,110,682","$66,010,682"
527,6/24/2005,Bewitched,"$80,000,000","$131,159,306","$63,313,159"
2556,6/24/2005,George A. Romero's Land of the Dead,"$18,975,000","$47,751,015","$20,700,082"
4303,6/24/2005,La marche de l'empereur,"$3,400,000","$133,276,359","$77,437,223"
4691,6/24/2005,Yes,"$1,700,000","$661,221","$396,035"
5011,6/24/2005,Rize,"$700,000","$4,857,731","$3,278,611"
209,6/29/2005,War of the Worlds,"$132,000,000","$606,836,535","$234,280,354"
3313,7/1/2005,White Noise,"$10,000,000","$92,094,360","$56,094,360"
4672,7/1/2005,Travellers and Magicians,"$1,800,000","$1,322,161","$506,793"
5247,7/1/2005,Solitude,"$200,000","$6,260","$6,260"
2396,7/10/2005,2 For the Money,"$20,000,000","$30,491,379","$22,991,379"
3718,7/10/2005,"Good Night, and Good Luck","$7,000,000","$56,586,901","$31,501,218"
4823,7/10/2005,Waiting...,"$1,125,000","$18,673,274","$16,124,543"
2136,7/12/2005,The World's Fastest Indian,"$25,000,000","$18,991,288","$5,128,124"
5388,7/13/2005,Return to the Land of Wonders,"$5,000","$1,338","$1,338"
143,7/15/2005,Charlie and the Chocolate Factory,"$150,000,000","$475,825,484","$206,459,076"
1277,7/15/2005,The Wedding Crashers,"$40,000,000","$283,218,368","$209,218,368"
5164,7/15/2005,First Morning,"$300,000","$87,264","$87,264"
5201,7/15/2005,On the Outs,"$250,000","$237,816","$49,772"
269,7/22/2005,The Island,"$120,000,000","$163,018,913","$35,818,913"
1563,7/22/2005,The Bad News Bears,"$35,000,000","$33,500,620","$32,868,349"
3730,7/22/2005,The Devil's Rejects,"$7,000,000","$20,940,428","$17,044,981"
4444,7/22/2005,Hustle & Flow,"$2,800,000","$23,591,783","$22,202,809"
5196,7/22/2005,November,"$250,000","$191,862","$191,862"
195,7/29/2005,Stealth,"$138,000,000","$76,416,746","$32,116,746"
1530,7/29/2005,Sky High,"$35,000,000","$83,109,359","$63,939,454"
1546,7/29/2005,Must Love Dogs,"$35,000,000","$58,405,313","$43,894,863"
178,8/4/2005,Sahara,"$145,000,000","$121,671,925","$68,671,925"
1350,8/4/2005,Fever Pitch,"$40,000,000","$50,071,069","$42,071,069"
2418,8/4/2005,Kung Fu Hustle,"$20,000,000","$102,034,104","$17,104,669"
436,8/7/2005,Fantastic Four,"$87,500,000","$330,717,080","$154,696,080"
861,8/7/2005,Dark Water,"$60,000,000","$49,473,093","$25,473,093"
5146,8/7/2005,Murderball,"$350,000","$1,772,979","$1,531,154"
1846,8/17/2005,Supercross,"$30,000,000","$3,252,550","$3,102,550"
1588,8/19/2005,Valiant,"$35,000,000","$64,188,387","$19,478,106"
1968,8/19/2005,The 40 Year-old Virgin,"$26,000,000","$177,344,230","$109,449,237"
1976,8/19/2005,Red Eye,"$26,000,000","$96,666,486","$57,891,803"
536,8/26/2005,The Brothers Grimm,"$80,000,000","$105,299,638","$37,899,638"
1824,8/26/2005,The Cave,"$30,000,000","$27,147,991","$15,007,991"
3544,8/26/2005,Undiscovered,"$9,000,000","$1,069,318","$1,069,318"
2004,8/31/2005,The Constant Gardener,"$25,500,000","$86,301,599","$33,579,798"
1837,9/9/2005,An Unfinished Life,"$30,000,000","$18,535,575","$8,535,575"
2460,9/9/2005,The Man,"$20,000,000","$10,393,696","$8,330,720"
2571,9/9/2005,The Exorcism of Emily Rose,"$18,000,000","$144,529,078","$75,072,454"
5244,9/9/2005,Side Effects,"$200,000","$44,701","$44,701"
1371,9/11/2005,Get Rich or Die Tryin',"$40,000,000","$46,666,955","$30,981,850"
72,9/12/2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$180,000,000","$720,539,572","$291,710,957"
460,9/12/2005,Memoirs of a Geisha,"$85,000,000","$161,510,853","$57,010,853"
2448,9/12/2005,Mrs. Henderson Presents,"$20,000,000","$27,836,366","$11,036,366"
3016,9/12/2005,Brokeback Mountain,"$13,900,000","$177,012,173","$83,043,761"
4776,9/12/2005,Neal n' Nikki,"$1,300,000","$329,621","$100,358"
887,9/16/2005,Just Like Heaven,"$58,000,000","$100,687,083","$48,318,130"
1263,9/16/2005,Lord of War,"$42,000,000","$60,437,727","$24,149,632"
2147,9/16/2005,Venom,"$25,000,000","$881,745","$881,745"
2467,9/16/2005,Proof,"$20,000,000","$8,284,331","$7,535,331"
4206,9/16/2005,Thumbsucker,"$4,000,000","$1,919,197","$1,328,679"
4851,9/16/2005,Cry Wolf,"$1,000,000","$15,943,081","$10,047,674"
4907,9/16/2005,Chocolate: Deep Dark Secrets,"$1,000,000","$1,549,000","$49,000"
753,9/23/2005,Oliver Twist,"$65,000,000","$26,670,920","$2,070,920"
923,9/23/2005,Flightplan,"$55,000,000","$214,392,904","$89,706,988"
1678,9/23/2005,A History of Violence,"$32,000,000","$61,477,797","$31,493,782"
1753,9/23/2005,The Corpse Bride,"$30,000,000","$114,770,654","$53,359,111"
3366,9/23/2005,Roll Bounce,"$10,000,000","$17,433,072","$17,380,866"
3663,9/23/2005,Dear Wendy,"$8,000,000","$446,438","$23,106"
4701,9/23/2005,Dil Jo Bhi Kahey...,"$1,600,000","$129,319","$129,319"
4932,9/23/2005,Proud,"$1,000,000",$0,$0
4742,9/28/2005,Forty Shades of Blue,"$1,500,000","$172,569","$75,828"
1100,9/30/2005,Into the Blue,"$50,000,000","$41,982,227","$18,782,227"
1441,9/30/2005,Serenity,"$39,000,000","$40,319,440","$25,514,517"
2104,9/30/2005,The Greatest Game Ever Played,"$25,000,000","$15,468,266","$15,331,289"
3208,9/30/2005,Duma,"$12,000,000","$994,790","$870,067"
3719,9/30/2005,Capote,"$7,000,000","$49,924,079","$28,750,530"
4208,9/30/2005,MirrorMask,"$4,000,000","$973,613","$864,959"
4414,9/30/2005,My Big Fat Independent Movie,"$3,000,000","$4,655","$4,655"
284,10/6/2005,Mr. and Mrs. Smith,"$110,000,000","$486,124,090","$186,336,279"
1066,10/6/2005,The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000","$69,425,966","$39,177,684"
1954,10/6/2005,The Honeymooners,"$27,000,000","$13,174,426","$12,834,849"
2191,10/6/2005,Hauru no ugoku shiro,"$24,000,000","$237,814,327","$4,710,455"
2194,10/6/2005,The Bridge of San Luis Rey,"$24,000,000","$1,696,765","$49,981"
4441,10/6/2005,High Tension,"$2,850,000","$6,435,262","$3,681,066"
5135,10/13/2005,The Dark Hours,"$400,000",$423,$423
974,10/14/2005,Elizabethtown,"$54,000,000","$50,719,373","$26,850,426"
1108,10/14/2005,Domino,"$50,000,000","$22,969,202","$10,169,202"
2148,10/14/2005,Where the Truth Lies,"$25,000,000","$1,415,656","$872,142"
2592,10/14/2005,The Fog,"$18,000,000","$37,048,526","$29,511,112"
673,10/21/2005,Doom,"$70,000,000","$54,612,337","$28,212,337"
1677,10/21/2005,Dreamer: Inspired by a True Story,"$32,000,000","$39,498,360","$33,022,286"
1814,10/21/2005,North Country,"$30,000,000","$23,676,771","$18,324,242"
2912,10/21/2005,"Kiss Kiss, Bang Bang","$15,000,000","$16,829,464","$4,235,837"
3685,10/21/2005,Shopgirl,"$7,500,000","$11,758,418","$10,284,523"
3815,10/21/2005,The Work and the Glory: American Zion,"$6,500,000","$2,025,032","$2,025,032"
5082,10/21/2005,The Californians,"$500,000","$4,134","$4,134"
532,10/28/2005,The Legend of Zorro,"$80,000,000","$141,475,336","$45,575,336"
2442,10/28/2005,The Weather Man,"$20,000,000","$15,466,961","$12,482,775"
3957,10/28/2005,Saw II,"$5,000,000","$152,925,093","$87,025,093"
908,11/2/2005,Hitch,"$55,000,000","$366,784,257","$177,784,257"
2413,11/2/2005,Pooh's Heffalump Movie,"$20,000,000","$55,686,944","$18,098,433"
3746,11/2/2005,Bride & Prejudice,"$7,000,000","$25,269,040","$6,601,079"
4588,11/2/2005,Inside Deep Throat,"$2,000,000","$691,880","$691,880"
499,11/3/2005,Robots,"$80,000,000","$260,700,012","$128,200,012"
607,11/3/2005,Hostage,"$75,000,000","$77,636,443","$34,636,443"
3166,11/3/2005,The Upside of Anger,"$12,000,000","$28,915,761","$18,761,993"
744,11/11/2005,Zathura,"$65,000,000","$58,545,540","$28,045,540"
1905,11/11/2005,Pride & Prejudice,"$28,000,000","$126,549,607","$38,372,662"
2245,11/11/2005,Derailed,"$22,000,000","$57,520,063","$36,020,063"
138,11/18/2005,Harry Potter and the Goblet of Fire,"$150,000,000","$896,911,078","$290,013,036"
1865,11/18/2005,Walk the Line,"$29,000,000","$187,707,495","$119,519,402"
1047,11/23/2005,Syriana,"$50,000,000","$92,690,959","$50,824,620"
1189,11/23/2005,"Yours, Mine and Ours","$45,000,000","$72,359,917","$53,359,917"
1375,11/23/2005,Rent,"$40,000,000","$31,670,620","$29,077,547"
2271,11/23/2005,The Libertine,"$22,000,000","$9,448,623","$4,835,065"
873,12/8/2005,The Great Raid,"$60,000,000","$10,597,070","$10,166,502"
1342,12/8/2005,The Skeleton Key,"$40,000,000","$92,256,918","$47,907,715"
1733,12/8/2005,Four Brothers,"$30,000,000","$92,494,381","$74,494,381"
2252,12/8/2005,Deuce Bigalow: European Gigolo,"$22,000,000","$45,273,464","$22,400,154"
3898,12/8/2005,11:14,"$6,000,000",$0,$0
35,12/14/2005,King Kong,"$207,000,000","$550,517,357","$218,080,025"
2909,12/14/2005,Los tres entierros de Melquiades Estrada,"$15,000,000","$13,454,474","$5,027,684"
1213,12/16/2005,The Producers: The Movie Musical,"$45,000,000","$32,952,995","$19,398,532"
2574,12/16/2005,The Family Stone,"$18,000,000","$92,357,499","$60,062,868"
189,12/21/2005,Fun With Dick And Jane,"$140,000,000","$203,018,919","$110,550,000"
797,12/21/2005,Cheaper by the Dozen 2,"$60,000,000","$135,015,330","$82,571,173"
2770,12/21/2005,The White Countess,"$16,000,000","$2,814,566","$1,669,971"
597,12/23/2005,Munich,"$75,000,000","$131,492,772","$47,379,090"
3639,12/23/2005,Caché,"$8,000,000","$19,891,331","$3,647,381"
665,12/25/2005,Rumor Has It,"$70,000,000","$88,933,562","$42,996,140"
1828,12/25/2005,The New World,"$30,000,000","$26,184,400","$12,712,093"
4825,12/25/2005,Wolf Creek,"$1,100,000","$29,005,064","$16,186,348"
2854,12/28/2005,Match Point,"$15,000,000","$87,973,835","$23,089,926"
3380,12/30/2005,The Matador,"$10,000,000","$17,300,838","$12,589,255"
2944,12/31/2005,Dungeons & Dragons: Wrath of the Dragon God,"$15,000,000","$909,822",$0
4531,12/31/2005,Chicken Tikka Masala,"$2,160,000","$37,865",$0
5091,12/31/2005,Insomnia Manica,"$500,000",$0,$0
5335,12/31/2005,The Call of Cthulhu,"$50,000",$0,$0
3152,1/9/2006,Crank,"$12,000,000","$43,924,923","$27,838,408"
3916,1/9/2006,Crossover,"$5,600,000","$7,009,668","$7,009,668"
4451,1/9/2006,Lage Raho Munna Bhai,"$2,700,000","$31,517,561","$2,217,561"
4511,1/9/2006,Idiocracy,"$2,400,000","$500,296","$444,093"
5349,1/9/2006,Mutual Appreciation,"$30,000","$103,509","$103,509"
4295,1/10/2006,The Secret,"$3,500,000",$0,$0
1553,1/12/2006,The Nativity Story,"$35,000,000","$46,309,644","$37,629,831"
3400,1/12/2006,Turistas,"$10,000,000","$14,321,070","$7,027,762"
1198,1/13/2006,Last Holiday,"$45,000,000","$43,343,247","$38,399,961"
1769,1/13/2006,Glory Road,"$30,000,000","$42,799,060","$42,647,449"
2659,1/13/2006,Hoodwinked,"$17,500,000","$109,843,390","$51,386,611"
1182,1/20/2006,Underworld: Evolution,"$45,000,000","$113,417,762","$62,318,875"
3383,1/20/2006,End of the Spear,"$10,000,000","$11,924,041","$11,748,661"
4854,1/20/2006,Transamerica,"$1,000,000","$16,553,163","$9,015,303"
1316,1/27/2006,Big Momma's House 2,"$40,000,000","$137,047,376","$70,165,972"
2045,1/27/2006,Nanny McPhee,"$25,000,000","$128,745,578","$47,279,279"
2957,1/27/2006,Manderlay,"$14,200,000","$543,306","$74,205"
3673,1/27/2006,Imagine Me & You,"$7,900,000","$3,129,471","$672,243"
3943,1/27/2006,Rang De Basanti,"$5,300,000","$29,197,694","$2,197,694"
4100,1/27/2006,Tristram Shandy: A Cock and Bull Story,"$4,750,000","$3,061,763","$1,253,413"
4700,1/27/2006,Bubble,"$1,600,000","$145,382","$145,382"
989,2/6/2006,The Break-Up,"$52,000,000","$205,727,307","$118,703,275"
2923,2/6/2006,Banlieue 13,"$15,000,000","$11,599,903","$1,200,216"
3424,2/6/2006,Peaceful Warrior,"$10,000,000","$3,260,179","$2,893,666"
5369,2/6/2006,The Puffy Chair,"$15,000","$195,254","$194,523"
5126,2/8/2006,Quinceanera,"$400,000","$2,797,199","$1,692,693"
1305,2/17/2006,Eight Below,"$40,000,000","$120,455,994","$81,612,565"
2341,2/17/2006,Date Movie,"$20,000,000","$85,146,165","$48,548,426"
4155,2/17/2006,Nochnoy dozor,"$4,200,000","$33,913,542","$1,502,188"
4289,2/17/2006,Winter Passing,"$3,500,000","$113,783","$107,492"
2466,2/24/2006,Doogal,"$20,000,000","$28,058,652","$7,578,946"
2702,2/24/2006,Running Scared,"$17,000,000","$9,729,088","$6,855,137"
3312,2/24/2006,Madea's Family Reunion,"$10,000,000","$63,320,521","$63,257,940"
4387,2/24/2006,Tsotsi,"$3,000,000","$11,537,539","$2,912,606"
2815,3/2/2006,When a Stranger Calls,"$15,000,000","$67,215,435","$47,860,214"
1199,3/3/2006,16 Blocks,"$45,000,000","$65,595,141","$36,895,141"
1813,3/3/2006,Ultraviolet,"$30,000,000","$30,962,112","$18,522,064"
2275,3/3/2006,Joyeux Noël,"$22,000,000","$23,134,075","$1,054,361"
3167,3/3/2006,Aquamarine,"$12,000,000","$22,978,953","$18,597,342"
4355,3/3/2006,Dave Chappelle's Block Party,"$3,000,000","$12,051,924","$11,718,595"
171,3/11/2006,Flushed Away,"$149,000,000","$179,357,126","$64,665,672"
2565,3/11/2006,Borat,"$18,000,000","$261,443,242","$128,505,958"
3502,3/11/2006,Volver,"$9,400,000","$87,226,613","$12,899,867"
4262,3/11/2006,Unknown,"$3,700,000","$3,355,048","$26,403"
1033,3/17/2006,V for Vendetta,"$50,000,000","$130,214,162","$70,511,035"
2067,3/17/2006,She's the Man,"$25,000,000","$55,279,608","$33,889,159"
3084,3/17/2006,Find Me Guilty,"$13,000,000","$2,898,225","$1,173,673"
3680,3/17/2006,Thank You For Smoking,"$7,500,000","$40,016,662","$24,793,509"
4407,3/17/2006,Sommersturm,"$3,000,000","$95,204","$95,204"
4748,3/17/2006,Fetching Cody,"$1,500,000",$0,$0
1023,3/24/2006,Inside Man,"$50,000,000","$185,798,265","$88,634,237"
2395,3/24/2006,Stay Alive,"$20,000,000","$23,187,506","$23,086,480"
2694,3/24/2006,Larry the Cable Guy: Health Inspector,"$17,000,000","$15,680,099","$15,680,099"
4437,3/24/2006,Boynton Beach Club,"$2,900,000","$3,127,472","$3,127,472"
5070,3/24/2006,Lonesome Jim,"$500,000","$602,789","$154,187"
577,3/31/2006,Ice Age: The Meltdown,"$75,000,000","$651,899,282","$195,330,621"
685,3/31/2006,Basic Instinct 2,"$70,000,000","$35,417,162","$5,946,136"
2691,3/31/2006,ATL,"$17,000,000","$21,170,563","$21,170,563"
2786,3/31/2006,Slither,"$15,250,000","$12,930,343","$7,802,450"
4490,3/31/2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,"$2,500,000","$497,195","$349,132"
5112,3/31/2006,Brick,"$450,000","$4,243,996","$2,075,743"
4132,4/5/2006,Chinjeolhan geumjassi,"$4,500,000","$23,471,871","$211,667"
618,4/8/2006,Talladega Nights: The Ballad of Ricky Bobby,"$73,000,000","$162,870,525","$148,213,377"
998,4/8/2006,Barnyard: The Original Party Animals,"$51,000,000","$118,583,844","$72,779,000"
3627,4/8/2006,"Bon Cop, Bad Cop","$8,000,000","$12,740,705","$12,671,300"
3721,4/8/2006,The Descent,"$7,000,000","$57,051,053","$26,024,456"
4190,4/8/2006,The Night Listener,"$4,000,000","$10,770,993","$7,836,393"
4579,4/10/2006,Shortbus,"$2,000,000","$1,985,292","$1,985,292"
538,4/14/2006,The Wild,"$80,000,000","$99,010,667","$37,384,046"
1297,4/14/2006,Scary Movie 4,"$40,000,000","$178,710,620","$90,710,620"
4951,4/14/2006,Hard Candy,"$950,000","$8,267,066","$1,024,640"
845,4/21/2006,The Sentinel,"$60,000,000","$78,080,697","$36,280,697"
1056,4/21/2006,Silent Hill,"$50,000,000","$94,704,227","$46,982,632"
2700,4/21/2006,American Dreamz,"$17,000,000","$16,510,971","$7,314,027"
4922,4/21/2006,In Her Line of Fire,"$1,000,000",$884,$884
927,4/28/2006,R.V.,"$55,000,000","$87,524,497","$71,724,497"
2383,4/28/2006,Stick It,"$20,000,000","$30,399,714","$26,910,736"
2590,4/28/2006,United 93,"$18,000,000","$77,635,035","$31,567,134"
3494,4/28/2006,The Lost City,"$9,600,000","$5,256,839","$2,484,186"
3617,4/28/2006,Akeelah and the Bee,"$8,000,000","$18,959,424","$18,848,430"
4371,4/28/2006,Water,"$3,000,000","$11,322,573","$5,529,144"
5373,4/28/2006,Grip: A Criminal's Story,"$12,000","$1,336","$1,336"
5376,4/28/2006,Clean,"$10,000","$138,711","$138,711"
155,5/5/2006,Mission: Impossible III,"$150,000,000","$397,501,348","$133,501,348"
1848,5/5/2006,Wu ji,"$30,000,000","$35,869,934","$669,625"
2491,5/5/2006,The Proposition,"$20,000,000","$5,313,608","$1,903,434"
2901,5/5/2006,Hoot,"$15,000,000","$8,224,998","$8,117,637"
2983,5/5/2006,An American Haunting,"$14,000,000","$30,443,277","$16,298,046"
3649,5/5/2006,Down in the Valley,"$8,000,000","$973,443","$568,932"
3526,5/12/2006,Black Christmas,"$9,000,000","$16,235,738","$16,235,738"
236,5/19/2006,The Da Vinci Code,"$125,000,000","$767,820,459","$217,536,138"
493,5/19/2006,Over the Hedge,"$80,000,000","$343,397,247","$155,019,340"
3625,5/19/2006,See No Evil,"$8,000,000","$18,828,036","$15,032,800"
4159,5/23/2006,High School Musical,"$4,200,000",$0,$0
4845,5/24/2006,An Inconvenient Truth,"$1,000,000","$52,769,915","$24,146,161"
32,5/26/2006,X-Men: The Last Stand,"$210,000,000","$459,359,555","$234,362,462"
5385,5/26/2006,Cavite,"$7,000","$71,644","$70,071"
2142,6/1/2006,BloodRayne,"$25,000,000","$3,605,420","$2,405,420"
3216,6/1/2006,Fateless,"$12,000,000","$196,857","$196,857"
4030,6/1/2006,Grandma's Boy,"$5,000,000","$6,590,172","$6,090,172"
4097,6/1/2006,Hostel,"$4,800,000","$82,241,110","$47,326,473"
2036,6/6/2006,The Omen,"$25,000,000","$119,295,584","$54,607,383"
402,6/10/2006,The Departed,"$90,000,000","$289,660,619","$132,384,315"
2734,6/10/2006,The Texas Chainsaw Massacre: The Beginning,"$16,000,000","$50,517,763","$39,517,763"
2999,6/10/2006,Little Children,"$14,000,000","$14,121,177","$5,463,019"
3346,6/10/2006,Employee of the Month,"$10,000,000","$38,364,855","$28,444,855"
4400,6/10/2006,Love's Abiding Joy,"$3,000,000","$252,726","$252,726"
459,6/16/2006,The Fast and the Furious: Tokyo Drift,"$85,000,000","$157,794,205","$62,615,510"
857,6/16/2006,Garfield: A Tail of Two Kitties,"$60,000,000","$147,985,373","$28,426,747"
1334,6/16/2006,The Lake House,"$40,000,000","$114,830,111","$52,330,111"
1666,6/16/2006,Nacho Libre,"$32,000,000","$99,296,462","$80,197,993"
5055,6/16/2006,Wordplay,"$500,000","$3,177,636","$3,121,270"
478,6/23/2006,Click,"$82,500,000","$237,685,089","$137,355,633"
3435,6/23/2006,Krrish,"$10,000,000","$32,430,721","$1,430,721"
4617,6/23/2006,Say Uncle,"$2,000,000","$5,361","$5,361"
19,6/28/2006,Superman Returns,"$232,000,000","$374,085,065","$200,120,000"
4578,6/28/2006,Strangers with Candy,"$2,000,000","$2,077,844","$2,072,645"
4873,6/28/2006,Who Killed the Electric Car?,"$1,000,000","$1,849,392","$1,678,874"
5200,6/28/2006,The Motel,"$250,000","$51,540","$51,540"
1516,6/30/2006,The Devil Wears Prada,"$35,000,000","$326,073,155","$124,740,460"
5288,6/30/2006,The Blood of My Brother: A Story of Death in Iraq,"$120,000",$0,$0
1535,7/4/2006,The Benchwarmers,"$35,000,000","$65,063,726","$59,843,754"
1788,7/4/2006,Take the Lead,"$30,000,000","$65,390,493","$34,742,066"
1948,7/4/2006,Lucky Number Slevin,"$27,000,000","$55,495,466","$22,495,466"
3808,7/4/2006,Friends with Money,"$6,500,000","$18,110,152","$13,368,437"
4367,7/4/2006,Phat Girlz,"$3,000,000","$7,301,115","$7,061,128"
4779,7/4/2006,Simon,"$1,300,000","$1,738,663","$4,055"
23,7/7/2006,Pirates of the Caribbean: Dead Man’s Chest,"$225,000,000","$1,066,215,812","$423,315,812"
2476,7/7/2006,A Scanner Darkly,"$20,000,000","$7,405,084","$5,501,616"
4900,7/7/2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,"$1,000,000","$215,559","$144,601"
755,7/14/2006,Little Man,"$64,000,000","$101,636,047","$58,636,047"
971,7/14/2006,"You, Me and Dupree","$54,000,000","$130,402,010","$75,802,010"
3460,7/14/2006,Edmond,"$10,000,000","$241,719","$131,719"
4054,7/14/2006,The Oh in Ohio,"$5,000,000","$648,183","$418,689"
592,7/21/2006,Monster House,"$75,000,000","$141,267,370","$73,661,010"
601,7/21/2006,Lady in the Water,"$75,000,000","$72,785,169","$42,285,169"
1804,7/21/2006,My Super Ex-Girlfriend,"$30,000,000","$60,772,856","$22,530,295"
3981,7/21/2006,Clerks II,"$5,000,000","$27,342,246","$24,148,068"
5246,7/21/2006,The Case of the Grinning Cat,"$200,000","$7,033","$7,033"
3600,7/26/2006,Little Miss Sunshine,"$8,000,000","$100,642,353","$59,891,098"
208,7/28/2006,Miami Vice,"$135,000,000","$163,818,556","$63,478,838"
1202,7/28/2006,The Ant Bully,"$45,000,000","$49,610,898","$28,142,535"
4184,7/28/2006,Scoop,"$4,000,000","$40,103,262","$10,525,717"
2393,8/9/2006,The Covenant,"$20,000,000","$38,164,784","$23,364,784"
3911,8/9/2006,Tom yum goong,"$5,700,000","$43,044,087","$12,044,087"
4596,8/9/2006,Sherrybaby,"$2,000,000","$759,504","$199,176"
4995,8/9/2006,Iraq for Sale: The War Profiteers,"$775,000",$0,$0
351,8/12/2006,Blood Diamond,"$100,000,000","$171,377,916","$57,377,916"
458,8/12/2006,The Holiday,"$85,000,000","$205,190,324","$63,280,000"
1338,8/12/2006,Apocalypto,"$40,000,000","$121,032,272","$50,866,635"
2099,8/12/2006,Unaccompanied Minors,"$25,000,000","$21,970,831","$16,655,224"
1648,8/18/2006,Snakes on a Plane,"$33,000,000","$62,020,814","$34,020,814"
2719,8/18/2006,The Illusionist,"$16,500,000","$83,792,062","$39,868,642"
3543,8/18/2006,Trust the Man,"$9,000,000","$2,548,378","$1,530,535"
3660,8/18/2006,10th & Wolf,"$8,000,000","$143,782","$54,702"
1327,8/25/2006,Invincible,"$40,000,000","$58,501,127","$57,806,952"
2662,8/25/2006,Beerfest,"$17,500,000","$20,159,316","$19,185,184"
2881,8/25/2006,Idlewild,"$15,000,000","$12,669,914","$12,669,914"
4964,8/25/2006,The Quiet,"$900,000","$381,420","$381,420"
5163,8/25/2006,Old Joy,"$300,000","$399,908","$255,923"
