year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1983,Peace,The Nobel Peace Prize 1983,NA,1/1,Individual,Lech Walesa,1943-09-29,Popowo,Poland,Poland,Male,NA,NA,NA,POL
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",1/2,Individual,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Pakistan,Male,University of Chicago,"Chicago, IL",United States of America,PAK
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1/2,Individual,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1984,Chemistry,The Nobel Prize in Chemistry 1984,"""for his development of methodology for chemical synthesis on a solid matrix""",1/1,Individual,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America,USA
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1/1,Individual,Richard Stone,1913-08-30,London,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1984,Literature,The Nobel Prize in Literature 1984,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1/1,Individual,Jaroslav Seifert,1901-09-23,Prague,Austria-Hungary (Czech Republic),Czech Republic,Male,NA,NA,NA,CZE
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1/3,Individual,César Milstein,1927-10-08,Bahia Blanca,Argentina,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,ARG
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1/3,Individual,Georges J.F. Köhler,1946-04-17,Munich,Germany,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,DEU
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1/3,Individual,Niels K. Jerne,1911-12-23,London,United Kingdom,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,GBR
1984,Peace,The Nobel Peace Prize 1984,NA,1/1,Individual,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,South Africa,Male,NA,NA,NA,ZAF
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1/2,Individual,Carlo Rubbia,1934-03-31,Gorizia,Italy,Italy,Male,CERN,Geneva,Switzerland,ITA
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1/2,Individual,Simon van der Meer,1925-11-24,the Hague,Netherlands,Netherlands,Male,CERN,Geneva,Switzerland,NLD
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1/2,Individual,Herbert A. Hauptman,1917-02-14,"New York, NY",United States of America,United States of America,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America,USA
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1/2,Individual,Jerome Karle,1918-06-18,"New York, NY",United States of America,United States of America,Male,US Naval Research Laboratory,"Washington, DC",United States of America,USA
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,"""for his pioneering analyses of saving and of financial markets""",1/1,Individual,Franco Modigliani,1918-06-18,Rome,Italy,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,ITA
1985,Literature,The Nobel Prize in Literature 1985,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",1/1,Individual,Claude Simon,1913-10-10,Tananarive (Antananarivo),Madagascar,Madagascar,Male,NA,NA,NA,MDG
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",1/2,Individual,Joseph L. Goldstein,1940-04-18,"Sumter, SC",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",1/2,Individual,Michael S. Brown,1941-04-13,"New York, NY",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
1985,Peace,The Nobel Peace Prize 1985,NA,1/1,Organization,International Physicians for the Prevention of Nuclear War,NA,NA,NA,NA,NA,NA,NA,NA,
1985,Physics,The Nobel Prize in Physics 1985,"""for the discovery of the quantized Hall effect""",1/1,Individual,Klaus von Klitzing,1943-06-28,Schroda,German-occupied Poland (Poland),Poland,Male,Max-Planck-Institut,Stuttgart,Germany,POL
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1/3,Individual,Dudley R. Herschbach,1932-06-18,"San José, CA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1/3,Individual,John C. Polanyi,1929-01-23,Berlin,Germany,Germany,Male,University of Toronto,Toronto,Canada,DEU
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1/3,Individual,Yuan T. Lee,1936-11-19,Hsinchu,Taiwan,Taiwan,Male,University of California,"Berkeley, CA",United States of America,SYR
1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1/1,Individual,James M. Buchanan Jr.,1919-10-03,"Murfreesboro, TN",United States of America,United States of America,Male,Center for Study of Public Choice,"Fairfax, VA",United States of America,USA
1986,Literature,The Nobel Prize in Literature 1986,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",1/1,Individual,Wole Soyinka,1934-07-13,Abeokuta,Nigeria,Nigeria,Male,NA,NA,NA,NGA
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",1/2,Individual,Rita Levi-Montalcini,1909-04-22,Turin,Italy,Italy,Female,Institute of Cell Biology of the C.N.R.,Rome,Italy,ITA
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",1/2,Individual,Stanley Cohen,1922-11-17,"Brooklyn, NY",United States of America,United States of America,Male,Vanderbilt University,"Nashville, TN",United States of America,USA
1986,Peace,The Nobel Peace Prize 1986,NA,1/1,Individual,Elie Wiesel,1928-09-30,Sighet,Romania,Romania,Male,NA,NA,NA,ROU
1986,Physics,The Nobel Prize in Physics 1986,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",1/2,Individual,Ernst Ruska,1906-12-25,Heidelberg,Germany,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,DEU
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1/4,Individual,Gerd Binnig,1947-07-20,Frankfurt-on-the-Main,West Germany (Germany),Germany,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,DEU
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1/4,Individual,Heinrich Rohrer,1933-06-06,Buchs,Switzerland,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,CHE
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1/3,Individual,Charles J. Pedersen,1904-10-03,Pusan,Korea (South Korea),Korea (South Korea),Male,Du Pont,"Wilmington, DE",United States of America,KOR
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1/3,Individual,Donald J. Cram,1919-04-22,"Chester, VT",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1/3,Individual,Jean-Marie Lehn,1939-09-30,Rosheim,France,France,Male,Université Louis Pasteur,Strasbourg,France,FRA
1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,"""for his contributions to the theory of economic growth""",1/1,Individual,Robert M. Solow,1924-08-23,"Brooklyn, NY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1987,Literature,The Nobel Prize in Literature 1987,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",1/1,Individual,Joseph Brodsky,1940-05-24,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Russia,Male,NA,NA,NA,RUS
1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,"""for his discovery of the genetic principle for generation of antibody diversity""",1/1,Individual,Susumu Tonegawa,1939-09-06,Nagoya,Japan,Japan,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,JPN
1987,Peace,The Nobel Peace Prize 1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",1/1,Individual,Oscar Arias Sánchez,1941-09-13,Heredia,Costa Rica,Costa Rica,Male,NA,NA,NA,CRI
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1/2,Individual,J. Georg Bednorz,1950-05-16,Neuenkirchen,West Germany (Germany),Germany,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,DEU
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1/2,Individual,K. Alexander Müller,1927-04-20,Basel,Switzerland,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,CHE
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1/3,Individual,Hartmut Michel,1948-07-18,Ludwigsburg,West Germany (Germany),Germany,Male,Max-Planck-Institut,Frankfurt-on-the-Main,Germany,DEU
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1/3,Individual,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Germany,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,DEU
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1/3,Individual,Robert Huber,1937-02-20,Munich,Germany,Germany,Male,Max-Planck-Institut,Martinsried,Germany,DEU
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1/1,Individual,Maurice Allais,1911-05-31,Paris,France,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France,FRA
1988,Literature,The Nobel Prize in Literature 1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1/1,Individual,Naguib Mahfouz,1911-12-11,Cairo,Egypt,Egypt,Male,NA,NA,NA,EGY
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1/3,Individual,George H. Hitchings,1905-04-18,"Hoquiam, WA",United States of America,United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,USA
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1/3,Individual,Gertrude B. Elion,1918-01-23,"New York, NY",United States of America,United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,USA
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1/3,Individual,Sir James W. Black,1924-06-14,Uddingston,Scotland,United Kingdom,Male,London University,London,United Kingdom,GBR
1988,Peace,The Nobel Peace Prize 1988,NA,1/1,Organization,United Nations Peacekeeping Forces,NA,NA,NA,NA,NA,NA,NA,NA,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1/3,Individual,Jack Steinberger,1921-05-25,Bad Kissingen,Germany,Germany,Male,CERN,Geneva,Switzerland,DEU
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1/3,Individual,Leon M. Lederman,1922-07-15,"New York, NY",United States of America,United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,USA
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1/3,Individual,Melvin Schwartz,1932-11-02,"New York, NY",United States of America,United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,USA
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",1/2,Individual,Sidney Altman,1939-05-07,Montreal,Canada,Canada,Male,Yale University,"New Haven, CT",United States of America,CAN
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",1/2,Individual,Thomas R. Cech,1947-12-08,"Chicago, IL",United States of America,United States of America,Male,University of Colorado,"Boulder, CO",United States of America,USA
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1/1,Individual,Trygve Haavelmo,1911-12-13,Skedsmo,Norway,Norway,Male,University of Oslo,Oslo,Norway,NOR
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",1/1,Individual,Camilo José Cela,1916-05-11,Iria Flavia,Spain,Spain,Male,NA,NA,NA,ESP
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1/2,Individual,Harold E. Varmus,1939-12-18,"Oceanside, NY",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1/2,Individual,J. Michael Bishop,1936-02-22,"York, PA",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA
1989,Peace,The Nobel Peace Prize 1989,NA,1/1,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Taktser,Tibet (People's Republic of China),China,Male,NA,NA,NA,CHN
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",1/4,Individual,Hans G. Dehmelt,1922-09-09,Görlitz,Prussia (Germany),Germany,Male,University of Washington,"Seattle, WA",United States of America,DEU
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",1/2,Individual,Norman F. Ramsey,1915-08-27,"Washington, DC",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",1/4,Individual,Wolfgang Paul,1913-08-10,Lorenzkirch,Germany,Germany,Male,University of Bonn,Bonn,Germany,DEU
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",1/1,Individual,Elias James Corey,1928-07-12,"Methuen, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1/3,Individual,Harry M. Markowitz,1927-08-24,"Chicago, IL",United States of America,United States of America,Male,City University of New York,"New York, NY",United States of America,USA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1/3,Individual,Merton H. Miller,1923-05-16,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1/3,Individual,William F. Sharpe,1934-06-16,"Boston, MA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",1/1,Individual,Octavio Paz,1914-03-31,Mexico City,Mexico,Mexico,Male,NA,NA,NA,MEX
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1/2,Individual,E. Donnall Thomas,1920-03-15,"Mart, TX",United States of America,United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,USA
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1/2,Individual,Joseph E. Murray,1919-04-01,"Milford, MA",United States of America,United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,USA
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",1/1,Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Union of Soviet Socialist Republics (Russia),Russia,Male,NA,NA,NA,RUS
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1/3,Individual,Henry W. Kendall,1926-12-09,"Boston, MA",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1/3,Individual,Jerome I. Friedman,1930-03-28,"Chicago, IL",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1/3,Individual,Richard E. Taylor,1929-11-02,"Medicine Hat, Alberta",Canada,Canada,Male,Stanford University,"Stanford, CA",United States of America,CAN
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1/1,Individual,Richard R. Ernst,1933-08-14,Winterthur,Switzerland,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,CHE
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1/1,Individual,Ronald H. Coase,1910-12-29,Willesden,United Kingdom,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,GBR
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1/1,Individual,Nadine Gordimer,1923-11-20,Springs,South Africa,South Africa,Female,NA,NA,NA,ZAF
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1/2,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Germany,Male,Max-Planck-Institut,Heidelberg,Germany,DEU
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1/2,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Germany,Male,Max-Planck-Institut,Göttingen,Germany,DEU
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",1/1,Organization,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Burma (Myanmar),Myanmar,Female,NA,NA,NA,MMR
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1/1,Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,France,Male,Collège de France,Paris,France,FRA
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1/1,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,CAN
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",1/1,Individual,Gary S. Becker,1930-12-02,"Pottsville, PA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",1/1,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Saint Lucia,Male,NA,NA,NA,LCA
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1/2,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,China,Male,University of Washington,"Seattle, WA",United States of America,CHN
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1/2,Individual,Edwin G. Krebs,1918-06-06,"Lansing, IA",United States of America,United States of America,Male,University of Washington,"Seattle, WA",United States of America,USA
1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1/1,Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,Guatemala,Female,NA,NA,NA,GTM
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1/1,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,POL
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",1/2,Individual,Kary B. Mullis,1944-12-28,"Lenoir, NC",United States of America,United States of America,Male,NA,"La Jolla, CA",United States of America,USA
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",1/2,Individual,Michael Smith,1932-04-26,Blackpool,United Kingdom,United Kingdom,Male,University of British Columbia,Vancouver,Canada,GBR
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1/2,Individual,Douglass C. North,1920-11-05,"Cambridge, MA",United States of America,United States of America,Male,Washington University,"St. Louis, MO",United States of America,USA
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1/2,Individual,Robert W. Fogel,1927-07-01,"New York, NY",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1993,Literature,The Nobel Prize in Literature 1993,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",1/1,Individual,Toni Morrison,1931-02-18,"Lorain, OH",United States of America,United States of America,Female,NA,NA,NA,USA
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1/2,Individual,Phillip A. Sharp,1944-06-06,"Falmouth, KY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1/2,Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,GBR
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1/2,Individual,Frederik Willem de Klerk,1936-03-18,Johannesburg,South Africa,South Africa,Male,NA,NA,NA,ZAF
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1/2,Individual,Nelson Mandela,1918-07-18,Qunu,South Africa,South Africa,Male,NA,NA,NA,ZAF
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",1/2,Individual,Joseph H. Taylor Jr.,1941-03-29,"Philadelphia, PA",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",1/2,Individual,Russell A. Hulse,1950-11-28,"New York, NY",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1994,Chemistry,The Nobel Prize in Chemistry 1994,"""for his contribution to carbocation chemistry""",1/1,Individual,George A. Olah,1927-05-22,Budapest,Hungary,Hungary,Male,University of Southern California,"Los Angeles, CA",United States of America,HUN
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1/3,Individual,John C. Harsanyi,1920-05-29,Budapest,Hungary,Hungary,Male,University of California,"Berkeley, CA",United States of America,HUN
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1/3,Individual,John F. Nash Jr.,1928-06-13,"Bluefield, WV",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1/3,Individual,Reinhard Selten,1930-10-05,Breslau (Wroclaw),Germany (Poland),Poland,Male,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,POL
1994,Literature,The Nobel Prize in Literature 1994,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today""",1/1,Individual,Kenzaburo Oe,1935-01-31,Uchiko,Japan,Japan,Male,NA,NA,NA,JPN
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1/2,Individual,Alfred G. Gilman,1941-07-01,"New Haven, CT",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1/2,Individual,Martin Rodbell,1925-12-01,"Baltimore, MD",United States of America,United States of America,Male,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",United States of America,USA
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,Individual,Shimon Peres,1923-08-16,Vishneva,Poland (Belarus),Belarus,Male,NA,NA,NA,BLR
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,Individual,Yasser Arafat,1929-08-24,Cairo,Egypt,Egypt,Male,NA,NA,NA,EGY
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,Individual,Yitzhak Rabin,1922-03-01,Jerusalem,British Mandate of Palestine (Israel),Israel,Male,NA,NA,NA,ISR
