set_num,name,year,theme_id,num_parts
6470-1,Mini Dump Truck,2000,97,25
647-1,Truck with Girders,1971,416,51
6471-1,4WD Police Patrol,2000,100,30
6472-1,Gas N' Wash Express,2001,76,473
6473-1,Res-Q Cruiser,1998,92,305
6474-1,Wheeled Front Shovel,2000,97,49
6477-1,Firefighter's Lift Truck,2000,98,114
6478-1,Fire Station,2000,98,239
6479-1,Emergency Response Center,1998,92,437
6480-1,Hook and Ladder Truck,1986,74,119
648-1,Shell Service Station,1971,418,42
6481-1,Construction Crew,1989,72,170
6482-1,Rescue Helicopter,1989,78,199
6483-1,Coastal Patrol,1994,80,246
6484-1,F1 Hauler,1995,82,280
6486-1,Fire Engine,1997,98,67
6487-1,Mountain Rescue,1997,89,68
6489-1,Seaside Holiday Cottage,1997,90,88
6490-1,Amazon Crossing,1997,89,119
649-1,Low-Loader with Excavator,1972,416,36
6491-1,Rocket Racer,1996,464,58
6492-1,Hypno Cruiser,1996,464,157
6493-1,Flying Time Vessel,1996,464,239
6494-1,Mystic Mountain Time Lab,1996,464,512
6495-1,Time Tunnelator,1997,464,81
6496-1,Whirling Time Warper,1997,464,158
6497-1,Twisted Time Train,1997,464,300
6498-1,Go-Kart,1999,82,22
6499-1,Time Tunnelator,1997,464,82
650-1,Car with Trailer and Racing Car,1972,423,40
6501-1,Sport Convertible,1987,85,30
6502-1,Turbo Racer,1987,82,24
65028-1,Star Wars Co-Pack of 7115 7124 and 7141,2001,158,0
65030-1,Star Wars Co-Pack of 7104 and 7144,2001,158,0
6503-1,Sprint Racer,1988,82,32
65034-1,Star Wars Co-Pack of 7121 and 7161,2001,158,0
6504-1,Tractor,1988,72,25
6505-1,Fire Chief's Car,1988,74,29
6506-1,Precinct Cruiser,1989,80,32
65062-1,Racers Turbo Pack,2002,113,0
6507-1,Mini Dumper,1989,72,30
65071-1,Dual Pack: Lehvak & Pahrak,2002,328,0
6508-1,Wave Racer,1990,77,37
65081-1,R2-D2 / C-3PO Droid Collectors Set,2002,18,1
6509-1,Red Devil Racer,1991,82,39
6510-1,Mud Runner,1991,82,34
65106-1,Episode II Co-Pack (contains 7103 7113),2002,158,0
65109-1,Pahrak Nuhvok Gahlok Co-Pack,2002,328,0
651-1,Tow Truck and Car,1972,423,41
65110-1,Kohrak Lehvak Tahnok Co-Pack,2002,328,0
6511-1,Rescue Runabout,1992,74,38
6512-1,Landscape Loader,1992,72,37
65127-1,Bohrok Co-Pack (contains 8560 8561 8563),2002,328,0
65128-1,Bohrok Co-Pack (contains 8562 8564 8565),2002,328,0
6513-1,Glade Runner,1993,77,31
6514-1,Trail Ranger,1994,83,36
65145-1,X-wing Fighter / TIE Fighter & Y-wing Collectors Set,2002,158,0
6515-1,Stunt Copter,1994,68,34
65153-1,Jango Fett's Slave I with Bonus Carrying Case,2002,158,0
6516-1,Moon Walker,1995,88,34
6517-1,Water Jet,1996,77,29
65175-1,Bob the Builder Co-Pack #2,2002,626,0
65177-1,Bob the Builder Co-Pack #1,2002,626,0
6518-1,Baja Buggy,1996,71,37
65182-1,Slammer Stadium,2003,461,22
65186-1,Bohrok 3-pack (contains 8560 8561 8564),2002,328,0
6519-1,Turbo Tiger,2000,91,47
6520-1,Mobile Outpost,2000,51,219
6521-1,Emergency Repair Truck,1987,85,58
652-2,Fork Lift Truck and Trailer,1972,416,42
6522-1,Highway Patrol,1987,80,38
65221-1,Streetball 2 vs 2 (box with mini basketball),2003,459,1
65229-1,Rahkshi Co-Pack 1,2003,344,0
65230-1,Rahkshi Co-Pack 2,2003,344,0
6523-1,Red Cross,1987,78,51
6524-1,Blizzard Blazer,1988,85,50
6525-1,Blaze Commander,1995,74,49
65251-1,Bob the Builder Co-Pack #3,2002,626,0
65258-1,Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va,2003,324,0
6526-1,Red Line Racer,1989,82,47
6527-1,Tipper Truck,1989,72,43
65277-1,Rahkshi Kaita Za Pack (Includes Turahk Lerahk Kurahk and Tahnok Va),2003,324,0
6528-1,Sand Storm Racer,1989,82,39
6529-1,Ultra Light I,1990,68,35
65295-1,Matoro and Kopeke Twin Pack with Gold Avohkii,2003,335,1
65296-1,Hewkii and Hahli Twin Pack with Gold Avohkii,2003,335,1
65297-1,Hafu and Macku Twin Pack with Gold Avohkii,2003,335,1
6530-1,Sport Coupe,1990,85,43
653-1,Ambulance and Helicopter,1973,420,36
6531-1,Flame Chaser,1991,74,56
6532-1,Diesel Dumper,1991,72,47
6533-1,Police 4x4,1992,80,62
65340-1,Dumper and Front End Loader Co-Pack (contains 8451 and 8453),2004,7,0
6534-1,Beach Bandit,1992,83,44
6535-1,Dumper,1995,72,42
6536-1,Aero Hawk,1993,68,48
65362-1,Jewels-n-Rings Click-N-Store Jewelry Set Co-Pack (7507 with jewelry box),2004,500,1
65363-1,Jewels-n-Bands Click-N-Store Jewelry Set Co-Pack (7508 with jewelry box),2004,500,1
65364-1,Jewels-n-Clips Click-N-Store Jewelry Set Co-Pack (7509 with jewelry box),2004,500,1
6537-1,Hydro Racer,1994,77,50
6538-1,Rebel Roadster,1994,85,57
6539-1,Victory Cup Racers,1993,82,459
6540-1,Pier Police,1991,80,356
654-1,Crane Lorry,1973,416,33
6541-1,Intercoastal Seaport,1991,77,551
6542-1,Launch & Load Seaport,1991,77,1078
6543-1,Sail N' Fly Marina,1994,77,711
6544-1,Shuttle Transcon 2,1995,88,346
6545-1,Search N' Rescue,1996,80,291
6546-1,Slick Racer,1996,82,39
65468-1,Toa Metru Twin Pack with Kanoka and Poster,2004,353,0
6547-1,Fun Fair,1997,90,204
6548-1,Octan Gas Station,1997,99,133
6549-1,Roadblock Runners,1997,100,181
6550-1,Outback Racer,1997,89,49
655-1,Mobile Hydraulic Lift,1973,416,33
6551-1,Checkered Flag 500,1992,82,193
65514-1,Matoran / Vahki Co-Pack 1 (contains 8607 8611 8614 8616 8618),2004,324,0
65515-1,Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619),2004,324,0
65517-1,Dora the Explorer Value Pack,2004,628,0
65518-1,"Spider-Man Co-Pack 1 (4853, 4857)",2004,706,0
6552-1,Rocky River Retreat,1993,83,241
65524-1,Motorized Hogwarts Express Value-pack,2004,246,0
65527-1,Vladek's Attack,2004,198,0
6553-1,Crisis News Crew,1997,89,136
65535-1,X-Pod Play Off Game Pack,2004,478,2
65537-1,Classic Freight Train,2004,238,0
6554-1,Blaze Brigade,1997,98,259
65542-1,Click-N-Store Jewelry Set Co-Pack (7514 with jewelry box),2004,500,1
65545-1,Ta-Metru Collector's Pack,2004,324,1
65549-1,Bionicle Bonus Pack (8615 8617 8619 plus three Bionicle Comic books),2004,357,0
6555-1,Sea Hunter,1997,86,32
6556-1,Scuba Squad,1997,86,77
6557-1,Treasure Hunters,1997,86,144
65572-1,Spider-Man Co-Pack,2005,706,0
65573-1,Rumble Racers,2005,116,0
65579-1,Knights' Kingdom Value Pack 8770 and 8771 with Foam Helmet,2004,198,1
65580-1,Knights' Kingdom Value Pack 8772 and 8774 with Foam Helmet,2004,198,1
6558-1,Shark Cage Cove,1997,86,198
6559-1,Deep Sea Bounty,1997,86,353
6560-1,Diving Expedition Explorer,1997,86,478
656-1,Car and Caravan,1974,423,49
6561-1,Hot Rod Club,1994,82,241
6562-1,Gas Stop Shop,1995,76,226
6563-1,Gator Landing,1996,83,238
6564-1,Recycle Truck,1997,103,35
65642-1,The Grand Tournament Limited Edition Value Pack,2004,198,2
6565-1,Construction Crew,1997,97,78
6566-1,Bank,1997,103,106
6567-1,Speed Splash,1998,87,28
6568-1,Drag Race Rally,1998,87,296
6569-1,Polar Scout,2000,51,0
6570-1,Snowmobile,1998,51,43
657-1,Executive Jet,1974,412,36
6571-1,Flame Fighters,1994,74,433
65716-1,Limited Edition Collector Pack with Vohtarak Sidorak and Life-Size Toa Hordika Mask (8742 8756),2004,324,0
6572-1,Wind Runners,1998,87,52
6573-1,Arctic Expedition,2000,51,121
65743-1,City Construction Value Pack (7246 7242 7248),2005,56,0
6575-1,Polar Base,2000,51,440
65757-1,Special Edition Guardian Toa,2005,349,0
6576-1,Sledge,1998,51,24
65766-1,Thomas Bridge & Tunnel Set,2005,631,15
65767-1,Attack from the Sea,2005,198,0
65768-1,Jayko Value Pack 8783 and 8772 with Sword and Helmet,2005,198,2
65769-1,Vladek Value Pack,2005,198,2
6577-1,Snow Scooter,2000,51,21
65771-1,Episode III Collectors' Set,2005,158,2
65773-1,James and Percy Tunnel Set,2005,631,1
65777-1,City Fire Value Pack (7238 7239 7240 7241),2005,58,0
6578-1,Polar Explorer,2000,51,22
6579-1,Ice Surfer,2000,51,43
65799-1,City Fire Station Value Pack,2005,58,0
65800-1,City Construction Set Value Pack,2005,56,0
6580-1,Land Jet 7,1998,87,113
65801-1,Trains Value Pack,2005,239,0
65808-1,Toa Hordika Value Pack,2005,324,0
658-1,Fire Engine,1974,417,38
6581-1,Dig 'N' Dump,1996,72,128
65813-1,Special Edition Co-Pack with Sidorak and Toa Iruini (8756 8762),2005,324,0
6582-1,Daredevil Flight Squad,1998,87,288
6584-1,Extreme Team Challenge,1998,87,364
65844-1,Star Wars Co-Pack of 7255 4492 and 4494,2005,158,0
65845-1,Star Wars Co-Pack of 7256 4492 and 4494,2005,158,0
65849-1,Bionicle Co-Pack (contains 8758 and 851097),2005,341,0
6585-1,Hang-Glider,1998,87,19
65851-1,Knights Kingdom II Co-Pack (contains 8876 and life size sword),2005,198,1
6586-1,Polar Scout,2000,51,56
6589-1,Radical Racer,1998,87,83
6590-1,Vacation Camper,1988,85,116
659-1,Police Patrol with Policemen,1975,421,49
6591-1,Nitro Dragsters,1989,82,144
6592-1,Vacation Hideaway,1990,69,117
6593-1,Blaze Battler,1991,74,125
6594-1,Gas Transit,1992,76,124
6595-1,Surf Shack,1993,83,93
6596-1,Wave Master,1995,77,134
6597-1,Century Skyway,1994,68,905
6598-1,Metro PD Station,1996,80,567
6599-1,Shark Attack,1997,86,59
6600-1,Police Patrol,1981,80,23
6600-2,Highway Construction,2000,97,317
660-1,Car with Plane Transporter,1975,423,41
6601-1,Ice Cream Cart,1985,75,30
6602-1,Fire Chief's Car,1981,74,25
6602-2,Scorpion Buggy,2000,91,78
6603-1,Shovel Truck,1985,72,27
6604-1,Formula-I Racer,1985,82,31
6605-1,Road Racer,1984,82,20
6606-1,Road Repair Set,1983,85,26
6607-1,Service Truck,1982,85,25
6608-1,Tractor,1982,73,21
6609-1,Race Car,1980,82,17
6610-1,Gas Pumps,1981,76,29
661-1,Spirit of St. Louis,1976,412,49
6611-1,Fire Chief's Car,1981,74,20
66116-1,City Emergency Services Vehicles (Multipack),2006,52,0
66117-1,Offre Speciale (7235 7236 7238 7241),2007,52,0
6612-1,Fire Chief's Car,1986,74,29
6613-1,Telephone Booth,1986,85,26
66138-1,Toa Hordika Collection,2005,350,0
6614-1,Launch Evac 1,1995,88,122
6615-1,Eagle Stunt Flyer,1996,68,76
66151-1,Limited Edition Green Brick Tub Value-Pack,2006,505,0
66156-1,Airport Value Pack (TRU Exclusive),2006,53,0
6616-1,Rocket Dragster,2000,91,147
6617-1,Tough Truck Rally,2000,91,384
66173-1,Building Bonanza Value Pack,2004,205,0
66174-1,City Firemen Bundle,2006,58,0
66175-1,City Rescue Pack,2007,52,0
66177-1,City Rescue Pack,2007,52,0
6618-1,Blue Racer,2000,91,23
66188-1,Creative Building Set,2007,37,0
66189-1,Creative Building,2007,505,0
6619-1,Red Four Wheel Driver,2000,91,20
66193-1,City Super Pack (7890 7892 7902 7903),2007,60,0
66194-1,City Super Pack,2007,56,0
66195-1,City Super Pack (7238 7239 7241 7942 7945),2007,58,0
6620-1,Ultimate Accessory Set 500,2006,346,507
66207-1,Gift Set,2006,351,0
66208-1,Mr. Magoriums big book (Mr. Magorium's Wonder Emporium),2007,23,0
662-1,Dumper Lorry,1976,416,27
6621-1,Fire Truck,1984,74,39
66217-1,Farm Value Pack #2,2007,650,0
6622-1,Mailman on Motorcycle,1984,81,30
66221-1,X-wing Fighter and Luke Pilot Maquette Co-Pack (TRU Exclusive),2007,158,0
66225-1,Gift Set,2007,389,0
6623-1,Police Car,1983,80,40
66231-1,Farm Value Pack,2007,650,0
66236-1,Build & Play Value Pack,2008,505,0
66237-1,Build & Play Value Pack,2008,37,0
66239-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2007,66,0
6624-1,Delivery Van,1983,70,41
66246-1,City Super Pack (7235 7245 7743),2008,61,0
66247-1,City Super Pack (7741 7890 7942),2008,52,0
6625-1,Speed Trackers,1996,80,66
66255-1,City Super Pack 6 in 1 (7235 7236 7741 7890 7942 7945),2008,52,0
66256-1,City Super Pack,2008,52,0
66257-1,City Super Pack 4 in 1,2008,61,0
66258-1,City Super Pack,2008,52,0
66260-1,City Super Pack (7733 7734 7992),2008,54,0
6626-1,Rescue Helicopter,1981,78,37
6626-2,Snow Scooter,2000,51,20
66262-1,Town Value Pack,2008,650,0
66264-1,Duplo Super Pack 3 in 1,2008,650,0
6627-1,Convertible,1980,85,37
6628-1,Shell Tow Truck,1981,76,39
6628-2,Construction Workers,1984,84,20
66282-1,City Police Co-Pack,2008,61,0
66283-1,Build and Play Value Pack,2009,505,0
66284-1,Build and Play Value Pack,2009,37,0
66290-1,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,0
6629-1,Ambulance,1981,78,39
6630-1,Bucket Loader,1981,72,34
66305-1,City Super Pack 3 in 1 (7235 7245 7743),2009,61,0
66306-1,City Super Pack 3 in 1 (7736 7737 7738),2009,55,0
66307-1,City Superpack 3 in 1,2009,52,0
66308-1,Star Wars Super Pack 3 in 1 (7667 7668 8017),2009,158,0
663-1,Hovercraft,1977,419,60
66310-1,Value Pack,2011,505,0
6631-1,Steam Shovel,1985,72,48
66311-1,LEGO Creative Value Pack (TRU Exclusive),2010,37,0
66318-1,Technic Super Pack 4 in 1 (8259 8290 8293 8294),2009,7,0
66319-1,Power Miners 3 in 1 Superpack,2009,439,0
66320-1,Zoo Super Pack 3 in 1,2009,650,0
6632-1,Tactical Patrol Truck,1985,80,44
66321-1,Zoo Super Pack 4 in 1,2009,650,0
66325-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2009,66,0
66326-1,City Super Pack 4 in 1 (7239 7245 8401 7638),2009,52,0
66328-1,City Super Pack 6 in 1,2009,52,0
66329-1,City Super Pack 3 in 1 (7236 7741 7942),2009,52,0
66330-1,City Super Pack 5 in 1,2009,56,0
6633-1,Family Car,1985,85,46
66331-1,City Super Pack 3 in 1,2009,56,0
66332-1,Duplo Super Pack 3 in 1,2009,650,0
6634-1,Stock Car,1986,82,47
66341-1,Star Wars Super Pack 3 in 1 (8014 8015 8091),2010,158,0
66342-1,City Super Pack 3 in 1 (7213 7241 7942),2010,58,0
66344-1,Super Pack 4 in 1,2010,632,0
66345-1,City Super Pack 4 in 1 (3177 7241 7634 7638),2010,52,0
66357-1,City Super Pack 4 in 1 (7208 7239 7241 7942),2010,58,0
66358-1,City Super Pack 3 in 1,2010,57,0
66359-1,Technic Super Pack 4 in 1 (8049 8259 8260 8293),2010,1,0
66360-1,City Super Pack 4 in 1 (7207 7213 7241 7942),2010,58,0
6636-1,Police Headquarters,2002,100,291
66361-1,Duplo Super Pack 3 in 1,2008,634,0
66362-1,City Super Pack 4 in 1,2010,52,0
66363-1,City Super Pack 4 in 1 (7235 7236 7245 7741),2010,61,0
66364-1,Star Wars Super Pack 3 in 1 (7749 8083 8084),2010,158,0
66365-1,Atlantis Super Pack 4 in 1 (8057 8058 8059 8080),2010,315,0
66366-1,Star Wars Super Pack  3 in 1 (8089 8083 7749),2010,158,0
66367-1,Farm Super Pack 3 in 1,2010,632,0
66368-1,Star Wars Super Pack 3 in 1 (8083 8084 8092),2010,158,0
6637-1,Ultimate Battle Set,2005,346,0
66373-1,Fun Favor Pack,2010,22,0
66374-1,City Super Pack 4 in 1 (7895 7896 7937 7939),2010,66,0
66375-1,City Super Pack 4 in 1,2011,61,0
66377-1,Star Wars Super Pack 3 in 1,2011,158,0
66378-1,Star Wars Super Pack 3 in 1,2011,158,0
66379-1,Co-Pack Bricks & More,2011,505,0
66380-1,LEGO Creative Value Pack (TRU UK Exclusive),2011,37,0
6638-1,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,2006,346,285
66383-1,Ninjago Super Pack 3 in 1,2011,435,0
66386-1,Cars 2 Super Pack 3 in 1,2011,269,0
66387-1,Cars 2 Super Pack 3 in 1,2011,269,0
66388-1,City Super Pack 4 in 1,2011,61,0
66389-1,City Super Pack 5 in 1,2011,61,0
6639-1,Raven Racer,1995,82,70
66392-1,Duplo Cars Super Pack 3 in 1,2012,506,0
66393-1,DUPLO Super Pack 3 in 1,2011,632,0
66394-1,Ninjago Super Pack 3 in 1,2011,435,0
66395-1,Super Pack 3 in 1,2011,158,0
66396-1,Star Wars Super Pack 3 in 1,2011,158,0
66397-1,Technic Super Pack 4 in 1,2011,1,0
66404-1,"Hero Factory Super Pack 2 in 1 (2065, 2067)",2011,401,0
66405-1,City Super Pack 4 in 1 (7939 7937 7499 7895),2010,66,0
66406-1,Hero Factory Super Pack 2 in 1,2011,400,0
66407-1,Hero Factory Super Pack 2 in 1,2011,400,0
66409-1,Cars Super Pack 3 in 1,2012,269,0
664-1,TV Crew,1977,423,47
66410-1,Super Pack 3 in 1,2012,435,0
6641-1,4-Wheelin' Truck,1987,79,81
66411-1,Super Pack 3 in 1,2012,158,0
66412-1,City Super Pack 2 in 1,2012,61,0
66414-1,"Hero Factory Super Pack 2 in 1 (2143, 2145)",2012,401,0
6642-1,Police Helicopter,1988,80,65
66426-1,City Super Pack 3 in 1,2012,58,0
66427-1,"City Super Pack 4 in 1 (4436, 4437, 4439, 4441)",2012,61,0
66428-1,"City Super Pack 4 in 1 (4436, 7235, 7279, 7498)",2012,61,0
66429-1,Duplo Super Pack 3 in 1,2012,634,0
66430-1,Zoo Super Pack 3 in 1,2012,632,0
6643-1,Fire Truck,1988,74,74
66431-1,"Star Wars Super Pack 3 in 1 (7914, 9488, 9491)",2012,158,0
66432-1,Super Pack 3 in 1,2012,158,0
66433-1,Technic Super Pack 3 in 1,2012,1,0
66434-1,"Friends Super Pack 3 in 1 (3187, 3934, 3935)",2012,494,0
66435-1,"Friends Super Pack 4 in 1 (3061, 3183, 3934, 3936)",2012,494,0
66436-1,"City Super Pack 2 in 1 (4436, 4437)",2012,61,0
66437-1,"Hero Factory Super Pack 2 in 1 (6216, 6293)",2012,400,0
6644-1,Road Rebel,1990,85,72
66444-1,Super Pack 3 in 1,2012,435,0
66448-1,"City Super Pack 3 in 1 (60000, 60001, 60002)",2013,58,0
66449-1,"Star Wars Super Pack 3 in 1 (75000, 75003, 75014)",2013,158,0
66450-1,"Legends of Chima Super Pack 3 in 1 (70000, 70001, 70003)",2013,571,0
6645-1,Street Sweeper,1991,85,65
66451-1,"City Super Pack 4 in 1 (4431, 4432, 4433, 4435)",2012,52,0
66452-1,"Hero Factory Super Pack 2 in 1 (6282, 6283)",2012,400,0
66453-1,City Super Pack 4 in 1,2013,58,0
66454-1,Farm Super Pack 3 in 1,2013,632,0
66455-1,Friends Super Pack 3 in 1,2013,494,0
66456-1,Star Wars Super Pack 3 in 1,2013,158,0
6646-1,Screaming Patriot,1991,82,65
6647-1,Highway Repair,1980,85,55
66471-1,Hero Factory Super Pack 2 in 1,2014,400,0
66473-1,Star Wars Super Pack 3 in 1,2013,158,0
66474-1,Legends of Chima Super Pack 2 in 1,2013,571,0
66475-1,City Super Pack 3 in 1,2013,52,0
66476-1,City Super Pack 3 in 1,2014,52,0
66478-1,Friends Super Pack 3 in 1,2014,494,0
66479-1,"Super Pack 3 in 1 (75015, 75035, 75043)",2014,158,0
6648-1,Mag Racer,1992,82,61
66481-1,Hero Factory Super Pack 2 in 1,2013,400,0
6648-2,Dump Truck,1980,72,42
66482-1,Hero Factory Super Pack 2 in 1,2013,400,0
66483-1,Hero Factory Super Pack 3 in 1,2013,400,0
66484-1,Hero Factory Super Pack 3 in 1,2013,400,0
66485-1,Hero Factory Super Pack 3 in 1,2013,400,0
66488-1,Hero Factory Super Pack 2 in 1,2013,400,0
6649-1,Street Sweeper,1995,85,63
66491-1,Legends of Chima Super Pack 5 in 1,2014,571,0
66492-1,City Super Pack 3 in 1,2014,61,0
66493-1,City Train Super Pack 4 in 1,2014,66,0
66494-1,Duplo Super Pack 3 in 1,2015,634,0
66495-1,Star Wars Super Pack 3 in 1,2014,158,0
66497-1,Animals' Christmas Party Set,2013,494,0
66498-1,Legends of Chima Super Pack 2 in 1 - Chi Hyper Laval,2013,571,0
66499-1,Legends of Chima Super Pack 2 in 1 - Chi Hyper Gorzan,2013,571,0
66500-1,Legends of Chima Super Pack 2 in 1 - Chi Hyper Cragger,2013,571,0
6650-1,Fire and Rescue Van,1981,74,46
6651-1,Post Office Van,1982,81,46
66512-1,"Star Wars Super Pack 2 in 1 (75048, 75053)",2014,158,0
66514-1,"Star Wars Microfighters Super Pack 3 in 1 (75028, 75029, 75030)",2014,158,0
66515-1,"Star Wars Microfighters Super Pack 3 in 1 (75031, 75032, 75033)",2014,158,0
6652-1,Construction Truck,1983,72,44
66521-1,City Super Pack 3 in 1,2015,56,0
66522-1,City Super Pack 4 in 1,2015,52,0
66523-1,City Super Pack 3-in-1,2015,52,0
66524-1,Duplo Super Pack 3 in 1,2015,634,0
66525-1,Farm Super Pack 3 in 1,2015,632,0
66526-1,Friends Super Pack 3 in 1,2015,494,0
6653-1,Highway Emergency Van,1982,85,56
66533-1,Star Wars Super Pack 3 in 1,2015,158,0
66534-1,Star Wars Super Pack 3 in 1,2015,158,0
66535-1,Battle Pack 2 in 1,2015,158,0
66536-1,Battle Pack 2 in 1,2015,158,0
66537-1,Friends Super Pack 3 in 1,2016,494,0
66538-1,Forests Value Pack,2013,504,0
66539-1,Friends Super Pack 3 in 1,2016,494,0
66540-1,City Super Pack 3 in 1,2016,52,0
6654-1,Motorcycle Transport,1983,85,54
66541-1,City Super Pack 3 in 1,2016,58,0
66542-1,Star Wars Microfighters Super Pack 3 in 1,2016,158,0
66543-1,Microfighters Super Pack 3 in 1,2016,158,0
66546-1,The LEGO Batman Movie Super Pack 2 in 1,2017,708,0
66550-1,City Super Pack 3 in 1,2017,52,0
6655-1,Auto & Tire Repair,1984,85,58
66554-1,Classic Quad Pack,2017,621,0
66555-1,Rogue One Trooper Super Pack,2017,158,0
66556-1,Star Wars Super Pack 2 in 1,2017,158,0
66558-1,Friends Super Pack 5 in 1,2017,494,0
66559-1,Ultimate LEGO City Hero Pack,2017,52,0
6656-1,Tow Truck,1985,85,54
6657-1,Fire Patrol Copter,1985,74,66
6658-1,Bulldozer,1986,72,65
66583-1,Unikitty! Building Bundle,2018,625,0
66584-1,Bonus / Value Pack,2019,672,0
66586-1,City Great Vehicles Bundle,2018,52,0
66587-1,City Police Bundle Building Kit,2019,61,0
6659-1,TV Camera Crew,1986,79,66
66591-1,Brickheadz Han Solo & Chewbacca Bundle Building Kit,2018,610,0
66593-1,Brickheadz Star-Lord and Gamora Bundle Building Kit,2018,610,0
66596-1,Super Pack 2-in-1,2018,158,0
66597-1,Super Pack 2-in-1,2018,158,0
6660-1,Hook & Haul Wrecker,1989,79,53
6661-1,Mobile TV Studio,1989,85,79
66614-1,City Vehicles Super Pack 3-in-1,2019,52,0
66619-1,City Super Pack 3-in-1,2019,52,0
66620-1,Friends Super Pack 3-in-1,2019,494,0
6662-1,Backhoe,1992,72,87
6663-1,Wave Rebel,1993,77,78
66635-1,Super Mech Pack,2020,696,0
6664-1,Chopper Cops,1993,80,71
6665-1,River Runners,1994,83,77
6666-1,Ambulance,1994,78,78
6667-1,Pothole Patcher,1993,85,97
6668-1,Recycle Truck,1992,85,109
6669-1,Diesel Daredevil,1991,82,90
6670-1,Rescue Rig,1993,85,114
6671-1,Utility Repair Lift,1989,85,107
6672-1,Safari Off-Road Vehicle,1990,79,67
6673-1,Solo Trainer,1990,68,74
6674-1,Crane Truck,1988,85,94
6675-1,Road & Trail 4x4,1988,79,81
6676-1,Mobile Command Unit,1986,80,99
6677-1,Motocross Racing,1986,82,76
6678-1,Pneumatic Crane,1980,72,61
6679-1,Dark Shark,1991,77,83
6679-2,Exxon Tow Truck,1980,85,78
6680-1,Ambulance,1981,78,63
6681-1,Police Van,1981,80,81
6682-1,Cement Mixer,1985,72,90
6683-1,Burger Stand,1983,75,69
6684-1,Police Patrol Squad,1984,80,81
6685-1,Fire Copter 1,1982,74,99
6686-1,Backhoe,1984,72,88
6687-1,Turbo Prop I,1987,68,78
6688-1,Ambulance,1985,78,72
6689-1,Post-Station,1985,81,55
6690-1,Snorkel Pumper,1980,74,103
6691-1,Red Cross Helicopter,1981,78,107
6692-1,Tractor Trailer,1983,70,97
6693-1,Refuse Collection Truck,1987,85,114
6694-1,Car with Camper,1984,85,109
6695-1,Shell Tanker,1984,76,106
6696-1,Exxon Fuel Tanker,1984,76,106
6697-1,Rescue-I Helicopter,1985,71,85
6698-1,RV with Speedboat,1986,77,129
6699-1,Cycle Fix-It Shop,1987,85,81
670-1,Mobile Crane,1978,72,56
6701-1,Minifig Pack,1983,143,36
6702-1,Minifig Pack,1986,143,43
6703-1,Minifig Pack,1988,143,42
6704-1,Minifig Pack,1991,143,44
6705-1,Space Explorers,1994,143,39
6706-1,Frontier Patrol,1997,476,27
6707-1,Green Buggy,2000,91,23
6709-1,Tribal Chief,1997,477,16
670F-1,Wheels Pack,2004,119,10
6710-1,Space Landing Pads,1991,143,2
671-1,Shell Fuel Tanker,1978,76,74
6711-1,Space Mini-Figs,1983,143,24
6712-1,Sheriff's Showdown,1996,476,28
6713-1,Grip 'n' Go Challenge,2000,91,283
6714-1,Speed Dragster,2000,91,80
6716-1,Covered Wagon,1996,476,65
6718-1,Raindance Ridge,1997,477,73
6719-1,Brachiosaurus,2001,386,25
671F-1,Antenna Pack,2004,119,13
6720-1,Tyrannosaurus Rex,2001,386,23
672-1,Fire Emergency Van,1978,74,65
6721-1,Mosasaurus,2001,386,26
6722-1,Styracosaurus,2001,386,19
673-1,Rally Repair Crew,1978,85,60
6731-1,Skateboarding Pepper,2002,407,13
6732-1,Brickster's Trike,2002,407,17
6733-1,Snap's Cruiser,2002,407,19
6734-1,Beach Cruiser,2002,407,55
6735-1,Air Chase,2002,407,85
6736-1,Beach Lookout,2002,407,89
6737-1,Wake Rider (Wave Catcher),2002,407,92
6738-1,Skateboard Challenge,2002,407,117
6739-1,Truck and Stunt Trikes,2002,407,218
673F-1,Gearbox Pack,2004,119,6
6740-1,Tower,2002,407,335
674-1,Forklift & Truck,1978,72,55
6741-1,Mini Jet,2009,672,63
6742-1,Mini Off-Roader,2009,672,64
6743-1,Street Speeder,2009,672,165
6745-1,Propellor Power,2009,672,247
6746-1,Chief's Tepee,1997,477,135
6747-1,Race Rider,2009,672,266
6748-1,Boulder Cliff Canyon,1997,477,256
6750-1,Sonic Robot,1986,130,110
675-1,Snack Bar,1979,75,64
6751-1,Fiery Legend,2009,672,479
6752-1,Fire Truck,2009,672,771
6753-1,Highway Transport,2009,672,1294
6754-1,Family Home,2009,672,978
6755-1,Sheriff's Lock-Up,1996,476,177
6758-1,Read & Build Grow Caterpillar Grow,2012,504,18
6759-1,Read & Build Busy Farm,2012,504,16
6760-1,Read & Build Let's Go Vroom,2012,504,13
6761-1,Bandit's Secret Hide-Out,1996,476,251
6762-1,Fort Legoredo,2002,476,688
6763-1,Rapid River Village,2002,477,354
6764-1,Sheriff's Lock-Up,2002,476,178
6765-1,Gold City Junction,1996,476,351
6766-1,Rapid River Village,1997,477,354
6769-1,Fort Legoredo,1996,476,688
