Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"ASUS TUF Gaming VG328H1B 32” Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms, Eye Care, HDMI D-Sub",$419.00,$344.99,-17.66%,4.6 out of 5 stars,"1,322",https://www.amazon.ca/VG328H1B-Monitor-Supports-Adaptive-sync-FreeSync/dp/B087V5RLFB/ref=sr_1_158?keywords=4k+monitor&qid=1654371674&sr=8-158
"ASUS ProArt Display PA248QV 24.1” WUXGA (1920 x 1200) 16:10 Monitor, 100% sRGB/Rec.709 ΔE < 2, IPS, DisplayPort HDMI D-Sub, Calman Verified, Eye Care, Anti-glare, Tilt Pivot Swivel Height Adjustable",,$299.00,0%,4.7 out of 5 stars,813,https://www.amazon.ca/ASUS-ProArt-Display-PA248QV-WUXGA/dp/B088BC5HKF/ref=sr_1_159?keywords=4k+monitor&qid=1654371674&sr=8-159
"ASUS ROG Swift PG329Q 32” Gaming Monitor, 1440P WQHD (2560x1440), Fast IPS, 175Hz (Supports 144Hz), 1ms, G-SYNC Compatible, Extreme Low Motion Blur Sync, Eye Care, HDMI DisplayPort USB, DisplayHDR 600",,$949.99,0%,4.4 out of 5 stars,255,https://www.amazon.ca/PG329Q-2560x1440-Compatible-DisplayPort-DisplayHDR/dp/B08GL66PK4/ref=sr_1_160?keywords=4k+monitor&qid=1654371674&sr=8-160
"ASUS TUF Gaming VG27WQ 27” Curved Monitor, 1440P WQHD (2560 x 1440), 165Hz, Adaptive-sync, Freesync™ Premium, Extreme Low Motion Blur (ELMB), 1ms, 400 nits, DisplayHDR™ 400, DisplayPort and HDMI",$429.98,$408.98,-4.88%,4.5 out of 5 stars,20,https://www.amazon.ca/VG27WQ-Monitor-FreeSync-DisplayHDR-Speakers/dp/B085HP999M/ref=sr_1_161?keywords=4k+monitor&qid=1654371674&sr=8-161
Dell 65-Inch 4K Interactive Touch Monitor [C6522QT],,"$5,265.71",0%,No reviews,0,https://www.amazon.ca/Dell-65-Inch-Interactive-Monitor-C6522QT/dp/B091SFZBKH/ref=sr_1_162?keywords=4k+monitor&qid=1654371674&sr=8-162
"ASUS ZenScreen 15.6” Portable USB Monitor (MB165B) - HD (1366 x 768), Narrow Bezel, Micro USB, USB-Powered, Tripod Mountable, Anti-Glare Surface, Protective Sleeve, BLACK",,$174.99,0%,3.5 out of 5 stars,282,https://www.amazon.ca/ASUS-ZenScreen-Portable-Monitor-MB165B/dp/B09FNVF8DF/ref=sr_1_163?keywords=4k+monitor&qid=1654371674&sr=8-163
"ViewSonic VP3268a-4K 32 Inch Premium IPS 4K Monitor with Advanced Ergonomics, ColorPro 100% sRGB Rec 709, 14-bit 3D LUT, Eye Care, HDR10 Support, HDMI, USB C, DisplayPort for Professional Home Office",,"$1,259.54",0%,4.3 out of 5 stars,13,https://www.amazon.ca/ViewSonic-VP3268a-4K-Ergonomics-DisplayPort-Professional/dp/B08TZVQBT5/ref=sr_1_164?keywords=4k+monitor&qid=1654371674&sr=8-164
Dell 27 Inch Monitor SE2722H LED-Backlit LCD Full HD Monitor HDMI VESA Mount AMD FreeSync Comfortview,,$279.98,0%,4.4 out of 5 stars,15,https://www.amazon.ca/Dell-Monitor-LED-Backlit-FreeSync-Comfortview/dp/B0971NV35G/ref=sr_1_169?keywords=4k+monitor&qid=1654371674&sr=8-169
27In Ultrasharp 4K Premiercolor,,"$2,106.80",0%,4.3 out of 5 stars,9,https://www.amazon.ca/Dell-UltraSharp-PremierColor-Monitor-UP2720Q/dp/B084FTTMQH/ref=sr_1_170?keywords=4k+monitor&qid=1654371674&sr=8-170
GEEKPC 8.2'' IPS Portable Monitor 1280X800 60HZ 450 cd/m² High Brightess Small HD Screen VGA HDMI Monitor PC Game Monitors Metal Shell Stand VESA Two Built-in Speakers Industrial Grade LCD Monitor,,$139.99,0%,No reviews,0,https://www.amazon.ca/GEEKPC-Portable-1280X800-Brightess-Industrial/dp/B09Z6PPMM6/ref=sr_1_171?keywords=4k+monitor&qid=1654371674&sr=8-171
"LG UltraGear 27GN950-B 27 Inch 4K UHD Nano IPS 1ms 144Hz Gaming Monitor G-SYNC Compatible, Black",,"$1,098.00",0%,4.4 out of 5 stars,697,https://www.amazon.ca/LG-UltraGearTM-27GN950-B-G-SYNC%C2%AE-Compatible/dp/B08BCRYS6B/ref=sr_1_172?keywords=4k+monitor&qid=1654371674&sr=8-172
"MSI MPG ARTYMIS 343CQR 1000R Curvature 21:9 Aspect Ratio Anti-Glare Super Narrow Bezel 1ms 3440 x 1440 (UWQHD) 165Hz Refresh Rate Tilt/Swivel/Height Adjustment 34"" AMD Freesync Gaming Curved Monitor","$1,034.99",$939.99,-9.18%,4.6 out of 5 stars,43,https://www.amazon.ca/MSI-MPG-ARTYMIS-343CQR-Curvature/dp/B08NT54XWZ/ref=sr_1_173?keywords=4k+monitor&qid=1654371674&sr=8-173
"MSI Optix G32CQ4 31.5in, QHD, 165Hz, 1ms, Curved Gaming Monitor, Black",,$429.99,0%,4.4 out of 5 stars,254,https://www.amazon.ca/MSI-Optix-G32CQ4-31-5in-Monitor/dp/B08CG2Y55P/ref=sr_1_174?keywords=4k+monitor&qid=1654371674&sr=8-174
"LG 24GN600-B Frameless Gaming Monitor, 23.8 Inches, Full HD, IPS, 144 Hz, 1 ms (GtoG), FreeSync Premium, HDR, HDMI x 2, DP (Renewed)",,$216.65,0%,No reviews,0,https://www.amazon.ca/LG-24GN600-B-Frameless-Monitor-FreeSync/dp/B097NN8HSP/ref=sr_1_175?keywords=4k+monitor&qid=1654371674&sr=8-175
"ASUS ZenScreen 15.6” 1080P Portable USB Monitor (MB166C) - Full HD, IPS, USB Type-C, USB-Powered, Flicker Free, Blue Light Filter, Tripod Mountable, Anti-Glare Surface, Protective Sleeve",,$247.99,0%,4.4 out of 5 stars,24,https://www.amazon.ca/ZenScreen-1080P-Portable-Monitor-MB166C/dp/B09MZQ978N/ref=sr_1_176?keywords=4k+monitor&qid=1654371674&sr=8-176
"LG 27GP750-B 27” Ultragear FHD (1920 x 1080) IPS Gaming Monitor w/ 1ms Response Time & 240Hz Refresh Rate, NVIDIA G-SYNC Compatible with AMD FreeSync Premium, Thin Bezel, Tilt/Height/Pivot Adjustable",,$358.00,0%,4.7 out of 5 stars,290,https://www.amazon.ca/LG-27GP750-B-Ultragear-Compatible-Adjustable/dp/B09D914618/ref=sr_1_177?keywords=4k+monitor&qid=1654371674&sr=8-177
"Lenovo L24q-30 23.8-inch QHD (2560 x 1440) LED Backlit IPS Monitor, FreeSync, Widescreen, 3-Side Narrow Bezels, 75Hz, 4ms, HDMI, DP, Title, VESA Mount, 65FBGCC1US, Raven Black",,$302.08,0%,4.3 out of 5 stars,33,https://www.amazon.ca/Lenovo-L24q-30-23-8-inch-Widescreen-65FBGCC1US/dp/B089FJS412/ref=sr_1_178?keywords=4k+monitor&qid=1654371674&sr=8-178
"C-FORCE 4K Computer Monitor，15.6"" IPS UHD 3840x2160 Screen 60Hz with USB-C RadomPlug Monitor[99% sRGB Wide Color Gamut] for Xbox, Playstation, Nintendo Switch, Mac, S20",,$435.99,0%,4.0 out of 5 stars,32,https://www.amazon.ca/Computer-Monitor%EF%BC%8C15-6-3840x2160-RadomPlug-Playstation/dp/B08TH8BGN2/ref=sr_1_179?keywords=4k+monitor&qid=1654371674&sr=8-179
"Dell P3221D 32 Inch 1440p QHD, IPS Ultra-Thin Bezel Monitor, HDMI, DisplayPort, USB-C, VESA Certified, Black",,$649.99,0%,4.7 out of 5 stars,3,https://www.amazon.ca/Dell-P3221D-Ultra-Thin-DisplayPort-Certified/dp/B08JQSMV4G/ref=sr_1_180?keywords=4k+monitor&qid=1654371674&sr=8-180
"ASUS ZenScreen MB16ACE 15.6” Portable USB Type-C Monitor Full HD (1920 x 1080) IPS Eye Care with Lite Smart Case External screen for laptop,Dark gray",,$340.91,0%,4.6 out of 5 stars,912,https://www.amazon.ca/ZenScreen-MB16ACE-Portable-Monitor-External/dp/B081SGZX1X/ref=sr_1_181?keywords=4k+monitor&qid=1654371674&sr=8-181
"Sceptre Curved 27"" LED Monitor HDMI VGA up to 75Hz Build-in Speakers, Edgeless Machine Black 2021 (C278W-1920RN)",,$271.24,0%,4.6 out of 5 stars,513,https://www.amazon.ca/Sceptre-Monitor-Speakers-Edgeless-C278W-1920RN/dp/B08FM2MXZC/ref=sr_1_182?keywords=4k+monitor&qid=1654371674&sr=8-182
"LG 29WN600-W 29"" 21:9 UltraWide WFHD IPS HDR1 0 Monitor with FreeSync",$349.00,$319.99,-8.31%,4.6 out of 5 stars,"2,321",https://www.amazon.ca/LG-29WN600-W-29-21-UltraWide/dp/B0876DBCBX/ref=sr_1_183?keywords=4k+monitor&qid=1654371674&sr=8-183
HKC 27'' 240Hz Curved 1MS Frameless 1800R 1080P Gaming Monitor DP HDMI Cable Support PS5 CS GO,,$348.99,0%,5.0 out of 5 stars,3,https://www.amazon.ca/HKC-Curved-Frameless-Monitor-Support/dp/B09K36TH12/ref=sr_1_184?keywords=4k+monitor&qid=1654371674&sr=8-184
HP Pavilion 32 QHD 32-inch Display (4WH45AA),,$473.19,0%,4.3 out of 5 stars,118,https://www.amazon.ca/Hewlett-HP-Pavilion-32-14700510/dp/B07PDMYM5K/ref=sr_1_185?keywords=4k+monitor&qid=1654371674&sr=8-185
"CAMWORLD Portable Monitor,15.6inIPS Screen Full HD 1080P 100% sRGB Computer Display with Mini HDMI Dual Type-C Speakers for Laptop PC MAC Phone PS4 Xbox with Smart Case",$209.99,$199.99,-4.76%,3.9 out of 5 stars,24,https://www.amazon.ca/CAMWORLD-Portable-15-6inIPS-Computer-Speakers/dp/B09K7KYT6H/ref=sr_1_186?keywords=4k+monitor&qid=1654371674&sr=8-186
"InnoView Portable Monitor 4K Touchscreen - 14 Inch Auto-Rotating Freesync Touch Screen Monitor, Ultra-Slim Second Screen Frameless Bezel Glass Hd UHD IPS 3840x2160 Dual USB C Laptop Monitor.",,$481.71,0%,4.1 out of 5 stars,53,https://www.amazon.ca/Innoview-Portable-Monitor-Touchscreen-Auto-Rotating/dp/B08R9TSCL9/ref=sr_1_187?keywords=4k+monitor&qid=1654371674&sr=8-187
"LG 32UN880-B 32"" UltraFine Display Ergo UHD 4K IPS Display with HDR 10 Compatibility and USB Type-C Connectivity, Black (Renewed)",,$741.15,0%,4.0 out of 5 stars,37,https://www.amazon.ca/LG-32UN880-B-UltraFine-Compatibility-Connectivity/dp/B08LLCD3WC/ref=sr_1_188?keywords=4k+monitor&qid=1654371674&sr=8-188
MSI Modern MD241P 24” IPS FHD (1920 x 1080) Non-Glare with Super Narrow Bezel 75Hz 5ms 16:9 with Adjustable Stand - 1x USB Type C,,$219.99,0%,4.0 out of 5 stars,16,https://www.amazon.ca/MSI-Modern-MD241P-Non-Glare-Narrow/dp/B096H8SZ6V/ref=sr_1_190?keywords=4k+monitor&qid=1654371674&sr=8-190
"INNOCN 15.6"" Portable Monitor Touchscreen 4K UHD 2160P USB C HDMI External Gaming Monitor Second Computer Display Travel Portable Laptop Monitor, 100% sRGB, Full-Lamination, Narrow Bezel, Freestanding",,$449.99,0%,3.5 out of 5 stars,2,https://www.amazon.ca/INNOCN-Portable-Touchscreen-Full-Lamination-Freestanding/dp/B09P7YPFVW/ref=sr_1_191?keywords=4k+monitor&qid=1654371674&sr=8-191
BenQ MOBIUZ EX2710Q 27 Inch QHD 165Hz IPS Gaming Monitor,,$439.99,0%,4.5 out of 5 stars,21,https://www.amazon.ca/BenQ-MOBIUZ-EX2710Q-Gaming-Monitor/dp/B09C2TD9T4/ref=sr_1_192?keywords=4k+monitor&qid=1654371674&sr=8-192
"23.6"" ACER Gaming Curved Monitor Nitro XZ2/Radeon FreeSync/Blazingly Fast 144Hz Refresh rate/1500R Curvature and VESA Certified DisplayHDR™ 400 with Speaker! (Renewed)",,$239.00,0%,4.4 out of 5 stars,75,https://www.amazon.ca/FreeSync-Blazingly-Curvature-Certified-DisplayHDRTM/dp/B08GV7HJHD/ref=sr_1_193?keywords=4k+monitor&qid=1654371674&sr=8-193
"Neewer FW600 5.5-Inch Touch Screen Camera Field Monitor Full HD 1920x1080, 4K HDMI DC in/Output Waveform/Vector Scope/3D-LUT, Support Canon Sony Nikon Panasonic Fujifilm Camera (Battery Not Included)",,$249.99,0%,4.0 out of 5 stars,148,https://www.amazon.ca/5-5-Inch-1920x1080-Waveform-Panasonic-Fujifilm/dp/B08FDKLG76/ref=sr_1_194?keywords=4k+monitor&qid=1654371674&sr=8-194
"SunFounder 13.3inch IPS Display 1920x1080 Resolution Portable Monitor for Raspberry Pi PS3 PS4 Gaming Screen with Speakers and Hdmi,USB Power,Supports Windows 7/8/10 and Linux",,$199.99,0%,3.8 out of 5 stars,79,https://www.amazon.ca/SUNFOUNDER-13-3inch-1920x1080-Resolution-Raspberry/dp/B07P71LX3F/ref=sr_1_196?keywords=4k+monitor&qid=1654371674&sr=8-196
"ASUS 27” 1080P Monitor (VZ27EHE) - Full HD, IPS, 75Hz, 1ms, Adaptive-Sync/FreeSync, Low Blue Light, Flicker Free, Ultra-Slim, VESA Mountable, Frameless, HDMI, VGA",,$243.97,0%,4.3 out of 5 stars,48,https://www.amazon.ca/ASUS-1080P-Monitor-VZ27EHE-Adaptive-Sync/dp/B09D7BDNLZ/ref=sr_1_197?keywords=4k+monitor&qid=1654371674&sr=8-197
"Sceptre Curved 32-inch Gaming Monitor up to 185Hz DisplayPort 165Hz 144Hz HDMI AMD FreeSync Build-in Speakers, Machine Black (C325B-185RD)",,$369.61,0%,4.7 out of 5 stars,"3,175",https://www.amazon.ca/Sceptre-C325B-185RD-1920x1080-FreeSync-DisplayPort/dp/B082GTFJB5/ref=sr_1_198?keywords=4k+monitor&qid=1654371674&sr=8-198
"ASUS ROG Swift PG43UQ 43” 4K HDR DSC Gaming Monitor, (3840 x 2160), 144Hz, G-SYNC Compatible, 1ms, Eye Care, DisplayHDR 1000, DisplayPort HDMI USB, Aura Sync",,"$1,449.99",0%,3.9 out of 5 stars,154,https://www.amazon.ca/PG43UQ-Monitor-Compatible-DisplayHDR-DisplayPort/dp/B084F3T553/ref=sr_1_199?keywords=4k+monitor&qid=1654371674&sr=8-199
"Acer KB272HL Hbi 27” Full HD (1920 x 1080) Monitor with AMD Radeon FREESYNC Technology, 75Hz, 1ms (VRB) (HDMI Port 1.4 & VGA Port), Black",,$233.13,0%,4.7 out of 5 stars,867,https://www.amazon.ca/Acer-KB272HL-Hbi-FREESYNC-Technology/dp/B08JND1WWC/ref=sr_1_197?keywords=4k+monitor&qid=1654371676&sr=8-197
ViewSonic VG2860MHL-4K 28 Inch 4K UHD Ergonomic Monitor with HDMI and DisplayPort for Home and Office,,$612.61,0%,4.2 out of 5 stars,58,https://www.amazon.ca/ViewSonic-VG2860MHL-4K-Ergonomic-Monitor-DisplayPort/dp/B00SHZSWC8/ref=sr_1_198?keywords=4k+monitor&qid=1654371676&sr=8-198
LG Electronics 27-Inch Screen LCD Monitor (27BK67U-B),,$632.29,0%,3.9 out of 5 stars,9,https://www.amazon.ca/LG-Electronics-27-Inch-Monitor-27BK67U-B/dp/B07JMZXRYM/ref=sr_1_200?keywords=4k+monitor&qid=1654371676&sr=8-200
"Samsung 32"" Class CR50 Curved Full HD Monitor - 60Hz Refresh - 4ms Response Time - LC32R502FHNXZA",,$317.20,0%,4.7 out of 5 stars,173,https://www.amazon.ca/Samsung-Class-CR50-Curved-Monitor/dp/B08CXD9TFZ/ref=sr_1_201?keywords=4k+monitor&qid=1654371676&sr=8-201
"Portable Monitor-15.8inch 1080P Portable Monitor for Laptop, Computer Monitor Second Screen HDMI Portable Display Gaming Monitor with Leather Smart Cover, External Monitor for Laptop PC Mac Phone PS4 Xbox Switch(15.8-1080)",,$249.99,0%,4.5 out of 5 stars,2,https://www.amazon.ca/Portable-Monitor-15-8inch-Computer-External-15-8-1080/dp/B09X2FCBH8/ref=sr_1_202?keywords=4k+monitor&qid=1654371676&sr=8-202
"Asus TUF Gaming VG279QM 27in 280Hz Fast IPS Gaming Monitor w/G-SYNC?, ELMB-SYNC, DisplayHDR400, Shadow Boost,BLACK",,$429.99,0%,4.5 out of 5 stars,"1,149",https://www.amazon.ca/Asus-VG279QM-Monitor-ELMB-SYNC-DisplayHDR400/dp/B0845QFDVM/ref=sr_1_203?keywords=4k+monitor&qid=1654371676&sr=8-203
"Samsung Business QE65T 65-inch 4K UHD 3840x2160 LED Commercial Signage Display, HDMI, USB, Speakers, 3-Yr Warranty, 16/7 Operation, 300 nit (LH65QETEPGCXGO), Black",,"$1,301.08",0%,3.8 out of 5 stars,14,https://www.amazon.ca/Samsung-Business-QE65T-Commercial-LH65QETEPGCXGO/dp/B08DQ13XWJ/ref=sr_1_204?keywords=4k+monitor&qid=1654371676&sr=8-204
Philips Monitors Full HD LCD Monitor 243V7QJAB 24-Inch Screen LCD 14700510,,$214.89,0%,4.5 out of 5 stars,103,https://www.amazon.ca/Philips-Monitors-243V7QJAB-10M-1-Speakers/dp/B0746M33R7/ref=sr_1_205?keywords=4k+monitor&qid=1654371676&sr=8-205
"C-FORCE CF015 Next 15.6"" 4K HDR OLED Ultra-Slim Portable Monitor/Game Display, for Photo Editing with 4K, 100% DCI-P3, 100000:1, USB-C External Monitor for Laptop,PC,Phone,Consoles,PS4,PS5,Switch",,$911.88,0%,No reviews,0,https://www.amazon.ca/C-FORCE-CF015-Ultra-Slim-Portable-Monitor/dp/B09Z1ZG498/ref=sr_1_206?keywords=4k+monitor&qid=1654371676&sr=8-206
"ViewSonic VP2780-4K 27"" 4K Monitor with 10-bit Color Processing and Preset EBU and Gamma Corrections for Photography and Graphic Design",,$772.65,0%,4.1 out of 5 stars,115,https://www.amazon.ca/ViewSonic-VP2780-4K-Processing-Corrections-Photography/dp/B00SHZSXVI/ref=sr_1_207?keywords=4k+monitor&qid=1654371676&sr=8-207
"Samsung 27 inch S80UA 4K UHD (3840x2160) High Resolution Monitor (HDMI, USB-C, USB, Display Port), HDR10, TUV Certified Intelligent Eye Care (LS27A800UJNXGO) (Renewed)",$574.75,$479.99,-16.49%,No reviews,0,https://www.amazon.ca/Samsung-3840x2160-Resolution-Intelligent-LS27A800UJNXGO/dp/B098TP45GQ/ref=sr_1_209?keywords=4k+monitor&qid=1654371676&sr=8-209
Waveshare 7inch HDMI LCD (H) (with case) 1024x600 Resolution Monitor IPS Capacitive Touch Screen with Toughened Glass Cover Supports Pi 4 B/Jetson Nano,,$117.99,0%,4.1 out of 5 stars,773,https://www.amazon.ca/7inch-HDMI-LCD-Resolution-Capacitive/dp/B077PLVZCX/ref=sr_1_210?keywords=4k+monitor&qid=1654371676&sr=8-210
"Dell U4320Q UltraSharp 43-Inch 4K USB-C Monitor, with 3-Year Next Business Day Warranty [U4320Q], Black",,"$1,241.23",0%,4.5 out of 5 stars,142,https://www.amazon.ca/Dell-U4320Q-UltraSharp-Business-Warranty/dp/B084LB7RN2/ref=sr_1_211?keywords=4k+monitor&qid=1654371676&sr=8-211
MSI QHD 16:9 Anti-Glare 5ms 2560 x 1440 75Hz Refresh Rate USB/DP/HDMI VESA-Mount Supported 27” Tilt/Swivel/Height Adjustable IPS Monitor (Modern MD271QPW),$349.99,$329.99,-5.71%,4.4 out of 5 stars,10,https://www.amazon.ca/MSI-QHD-Anti-Glare-VESA-Mount-Adjustable/dp/B09FSNG22H/ref=sr_1_212?keywords=4k+monitor&qid=1654371676&sr=8-212
"ASUS ROG Strix 27” 2K HDR Gaming Monitor (XG27AQM) - WQHD (2560 x 1440), Fast IPS, 270Hz, 0.5ms, Extreme Low Motion Blur Sync, G-SYNC Compatible, DisplayHDR 400, Eye Care, DisplayPort, HDMI, USB 3.0",,$938.98,0%,4.5 out of 5 stars,130,https://www.amazon.ca/ASUS-Strix-Gaming-Monitor-XG27AQM/dp/B0966ZJBQY/ref=sr_1_217?keywords=4k+monitor&qid=1654371676&sr=8-217
"LG UltraWide 34WP500-B 34 Inch Full HD 5ms 75Hz IPS Wide Monitor, AMD FreeSync, Black",$449.99,$399.98,-11.11%,4.2 out of 5 stars,39,https://www.amazon.ca/LG-UltraWide-34WP500-B-Monitor-FreeSync/dp/B092RFGG5T/ref=sr_1_218?keywords=4k+monitor&qid=1654371676&sr=8-218
"Sceptre 24-Inch Curved 144Hz Gaming LED Monitor Edge-Less AMD FreeSync DisplayPort HDMI, Machine Black (C248B-144RN)",,$272.91,0%,4.4 out of 5 stars,153,https://www.amazon.ca/Sceptre-Edge-Less-FreeSync-DisplayPort-C248B-144RN/dp/B07MTMCNLX/ref=sr_1_219?keywords=4k+monitor&qid=1654371676&sr=8-219
Sceptre IPS 24-Inch Computer LED Monitor 1920x1080 1080p HDMI VGA up to 75Hz 300 Lux Build-in Speakers 2021 Black (E249W-FPT),$222.26,$205.72,-7.44%,4.5 out of 5 stars,217,https://www.amazon.ca/Sceptre-Computer-1920x1080-Speakers-E249W-FPT/dp/B092XF3W9T/ref=sr_1_220?keywords=4k+monitor&qid=1654371676&sr=8-220
"GIGABYTE G24F 24"" 165Hz 1080P Gaming Monitor, 1920 x 1080 IPS Display, 1ms (MPRT) Response Time, 90% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2X HDMI 2.0, 2X USB 3.0",$279.74,$261.26,-6.61%,4.6 out of 5 stars,10,https://www.amazon.ca/GIGABYTE-Monitor-Display-Response-FreeSync/dp/B096YGM2WS/ref=sr_1_221?keywords=4k+monitor&qid=1654371676&sr=8-221
HKC 24'' Gaming 144Hz Frameless 1080P 1800R Full HD Free-Sync Curved Monitor Vesa Mount 2 Year Warranty HDMI DP,,$239.99,0%,3.9 out of 5 stars,210,https://www.amazon.ca/HKC-Gaming-Curved-Monitor-Warranty/dp/B07DJ4DS6B/ref=sr_1_222?keywords=4k+monitor&qid=1654371676&sr=8-222
ViewSonic TD2230 22 Inch 1080p 10-Point Multi Touch Screen IPS Monitor with HDMI and DisplayPort,$429.09,$370.06,-13.76%,4.2 out of 5 stars,208,https://www.amazon.ca/ViewSonic-TD2230-10-Point-Monitor-DisplayPort/dp/B01DKPJVIS/ref=sr_1_223?keywords=4k+monitor&qid=1654371676&sr=8-223
"MSI Optix G273QPF 16:9 Aspect Ratio Anti-Glare Super Narrow Bezel 1ms 2560 x 1440 (QHD) 165Hz Refresh Rate Tilt Adjustment Nvidia G-Sync Compatible 27"" Rapid IPS Gaming Monitor",,$487.39,0%,4.2 out of 5 stars,24,https://www.amazon.ca/MSI-Optix-G273QPF-Anti-Glare-Adjustment/dp/B093T973KX/ref=sr_1_224?keywords=4k+monitor&qid=1654371676&sr=8-224
BenQ EX2780Q 27 Inch QHD 1440p IPS 144Hz Gaming Monitor | HDRi | DCI-P3 | 2.1 Channel Speaker & 5 Watt Sub | Metallic Base,,$439.99,0%,4.4 out of 5 stars,998,https://www.amazon.ca/BenQ-EX2780Q-Monitor-Channel-Metallic/dp/B07X51X3CB/ref=sr_1_225?keywords=4k+monitor&qid=1654371676&sr=8-225
"Alienware 240Hz Gaming Monitor 27 Inch Monitor with FHD (Full HD 1920 x 1080) Display, IPS Technology, 1ms Response Time, Lunar Light - AW2720HF",,$516.98,0%,4.7 out of 5 stars,"1,530",https://www.amazon.ca/Alienware-27-Gaming-Monitor-AW2720HF/dp/B07YQHGC9L/ref=sr_1_226?keywords=4k+monitor&qid=1654371676&sr=8-226
"ANGEL POS 19"" Touch Screen POS TFT LCD TouchScreen Monitor with Metal POS Stand",,$369.99,0%,4.1 out of 5 stars,4,https://www.amazon.ca/ANGEL-POS-Screen-TouchScreen-Monitor/dp/B00G3OBLLO/ref=sr_1_227?keywords=4k+monitor&qid=1654371676&sr=8-227
"ASUS VG259Q 24.5? Gaming Monitor 144Hz Full HD (1920 x 1080) 1ms IPS ELMB FreeSync Eye Care DisplayPort HDMI,BLACK",,$299.99,0%,4.6 out of 5 stars,653,https://www.amazon.ca/VG259Q-Gaming-Monitor-FreeSync-DisplayPort/dp/B0817JCFJN/ref=sr_1_228?keywords=4k+monitor&qid=1654371676&sr=8-228
"ASUS TUF Gaming 32” 1440P Gaming Monitor (VG32AQL1A) - QHD (2560 x 1440), IPS, 170Hz, 1ms, Extreme Low Motion Blur Sync, FreeSync Premium, 99% DCI-P3, DisplayPort, HDMI, USB Hub, DisplayHDR 400",,$582.15,0%,4.2 out of 5 stars,28,https://www.amazon.ca/ASUS-Gaming-1440P-Monitor-VG32AQL1A/dp/B09HRB9F39/ref=sr_1_229?keywords=4k+monitor&qid=1654371676&sr=8-229
"LG 24MP60G-B 24"" Full HD IPS Monitor with AMD FreeSync - Black",,$221.65,0%,4.6 out of 5 stars,119,https://www.amazon.ca/LG-24MP60G-B-Full-Monitor-FreeSync/dp/B093R6C6B4/ref=sr_1_230?keywords=4k+monitor&qid=1654371676&sr=8-230
"ViewSonic VG3448 34 Inch Ultra-Wide 21:9 WQHD Ergonomic Monitor with HDMI DisplayPort USB, 40 Degree Tilt and FreeSync for Home and Office",,$657.99,0%,4.5 out of 5 stars,"1,257",https://www.amazon.ca/ViewSonic-VG3448-Inch-Ultra-Wide-DisplayPort/dp/B07S3ZYP94/ref=sr_1_231?keywords=4k+monitor&qid=1654371676&sr=8-231
"KOORUI 24 Inch Monitor, Full HD 1080p IPS LED Computer Monitor, 75Hz FHD 1920 x 1080 Ultra Slim Desktop PC Monitor with HDMI, VGA, 75 x 75 mm VESA Mountable, Black",$199.99,$189.99,-5.0%,4.4 out of 5 stars,93,https://www.amazon.ca/KOORUI-Monitor-Computer-Desktop-Mountable/dp/B09GJVMJFW/ref=sr_1_232?keywords=4k+monitor&qid=1654371676&sr=8-232
"Acer Nitro QG241Y Pbmiipx 23.8"" Full HD (1920 x 1080) VA Gaming Monitor with AMD FreeSync Premium Technology, Up to 165Hz, 1ms (VRB), HDR10, (1 x Display Port 1.2, 1 x HDMI 2.0 & 1 x HDMI 1.4) (Renewed)",,$225.00,0%,No reviews,0,https://www.amazon.ca/Acer-QG241Y-Pbmiipx-FreeSync-Technology/dp/B09GHW86Y8/ref=sr_1_233?keywords=4k+monitor&qid=1654371676&sr=8-233
MSI Optix G273QF QHD Non-Glare 1ms 2560 x 1440 Rapid IPS Wide Screen 165Hz FreeSync 27 ”G-Sync Comp Gaming Monitor - Black,,$419.00,0%,4.2 out of 5 stars,133,https://www.amazon.ca/MSI-Optix-G273QF-Non-Glare-FreeSync/dp/B08S999YC8/ref=sr_1_234?keywords=4k+monitor&qid=1654371676&sr=8-234
"Sceptre 27 inch QHD IPS LED Monitor 2560x1440 HDR400 HDMI DisplayPort up to 144Hz 1ms Height Adjustable, Build-in Speakers, Gunmetal Black 2021 (E275B-QPN168)",,$322.54,0%,4.5 out of 5 stars,301,https://www.amazon.ca/Sceptre-2560x1440-DisplayPort-Adjustable-E275B-QPN168/dp/B08SZH8J2T/ref=sr_1_235?keywords=4k+monitor&qid=1654371676&sr=8-235
"Lenovo G24-10 23.6-inch Gaming Monitor, FHD (1920 x 1080), TN Panel, LED Backlit, NVIDIA G-SYNC Compatible, 144Hz, 1ms Response, HDMI, DP, Low Blue Light, Anti-Glare, 65FDGCC2US, Black",,$252.17,0%,4.6 out of 5 stars,123,https://www.amazon.ca/Lenovo-23-6-inch-Compatible-Anti-Glare-65FDGCC2US/dp/B08Z5YQVVK/ref=sr_1_236?keywords=4k+monitor&qid=1654371676&sr=8-236
