,Unnamed: 0,Organisation,Location,Date,Detail,Rocket_Status,Price,Mission_Status
2284,2284,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Mar 15, 1983 22:30 UTC",Cosmos-3MRB (65MRB) | Cosmos 1445 (BOR-4 Space Shuttle),StatusRetired,,Success
2285,2285,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Mar 11, 1983 15:29 UTC",Molniya-M /Block ML | Molniya-3 n†­103,StatusRetired,,Success
2286,2286,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sun Feb 20, 1983 05:10 UTC",Mu-III S | Tenma,StatusRetired,,Success
2287,2287,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Feb 16, 1983 10:03 UTC",Vostok-2M | Cosmos 1441,StatusRetired,,Success
2288,2288,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Feb 09, 1983 13:47 UTC",Atlas-H MSD | NOSS-5,StatusRetired,,Success
2289,2289,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Feb 04, 1983 08:37 UTC",N-II Star-37E | Sakura 2a,StatusRetired,,Success
2290,2290,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jan 25, 1983 12:00 UTC",Cosmos-3M (11K65M) | Ta??foun n†­32,StatusRetired,,Failure
2291,2291,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu Jan 20, 1983 17:26 UTC",Vostok-2M | Cosmos 1437,StatusRetired,,Success
2292,2292,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jan 19, 1983 02:25 UTC",Cosmos-3M (11K65M) | Cosmos 1429 to 1436,StatusRetired,,Success
2293,2293,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jan 12, 1983 14:02 UTC",Cosmos-3M (11K65M) | Cosmos 1428,StatusRetired,,Success
2294,2294,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 29, 1982 12:00 UTC",Cosmos-3M (11K65M) | Cosmos 1427,StatusRetired,,Success
2295,2295,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Dec 21, 1982 02:38 UTC",Atlas-E/F Star-37S-ISS | DMSP 5D-2/F6,StatusRetired,,Success
2296,2296,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Dec 14, 1982 22:30 UTC",Vostok-2M | Meteor-2 n†­10,StatusRetired,,Success
2297,2297,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Dec 08, 1982 13:46 UTC",Molniya-M /Block ML | Cosmos 1423,StatusRetired,,Partial Failure
2298,2298,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Nov 24, 1982 11:00 UTC",Cosmos-3M (11K65M) | Strela-1M satellites,StatusRetired,,Failure
2299,2299,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Wed Nov 17, 1982 21:22 UTC",Titan IIID | KH-11,StatusRetired,,Success
2300,2300,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Nov 11, 1982 12:19 UTC",Space Shuttle Columbia | STS-5,StatusRetired,450.0,Success
2301,2301,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Nov 11, 1982 06:14 UTC",Cosmos-3M (11K65M) | Cosmos 1420,StatusRetired,,Success
2302,2302,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Oct 30, 1982",Titan 34D | DSCS-II-15 + DSCS-III-A1,StatusRetired,,Success
2303,2303,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Thu Oct 21, 1982 14:00 UTC",Cosmos-3M (11K65M) | Cosmos 1418,StatusRetired,,Success
2304,2304,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 19, 1982 05:58 UTC",Cosmos-3M (11K65M) | Cosmos 1417,StatusRetired,,Success
2305,2305,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Sep 28, 1982 23:17 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat V -505,StatusRetired,,Success
2306,2306,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Sep 24, 1982 09:15 UTC",Tsyklon-3 | Cosmos 1410,StatusRetired,,Success
2307,2307,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Sep 22, 1982 06:23 UTC",Molniya-M /Block 2BL | Cosmos 1409,StatusRetired,,Success
2308,2308,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Sep 16, 1982 04:55 UTC",Tsyklon-3 | Cosmos 1408,StatusRetired,,Success
2309,2309,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Thu Sep 09, 1982 07:19 UTC",Long March 2C | FSW-0 No.4,StatusActive,30.8,Success
2310,2310,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Thu Sep 09, 1982 02:12 UTC",Ariane 1 | MARCES-B & Sirio-2,StatusRetired,,Failure
2311,2311,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Sep 04, 1982 17:50 UTC",Tsyklon-2 | Cosmos 1405,StatusRetired,,Success
2312,2312,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Sep 03, 1982 05:00 UTC",N-I | Kiku 4,StatusRetired,,Success
2313,2313,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Aug 30, 1982 19:55 UTC",Cosmos-3M (11K65M) | Strela-2M satellite,StatusRetired,,Success
2314,2314,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Mon Aug 30, 1982 10:06 UTC",Tsyklon-2 | Cosmos 1402,StatusRetired,,Success
2315,2315,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Aug 27, 1982 00:02 UTC",Molniya-M /Block ML | Molniya-3 n†­101,StatusRetired,,Success
2316,2316,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu Aug 05, 1982 06:56 UTC",Vostok-2M | Cosmos 1400,StatusRetired,,Success
2317,2317,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Aug 02, 1982 00:01 UTC",Tsyklon-2 | Cosmos 1412,StatusRetired,,Success
2318,2318,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Thu Jul 29, 1982 19:40 UTC",Cosmos-3M (11K65M) | Cosmos 1397,StatusRetired,,Success
2319,2319,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 21, 1982 09:40 UTC",Molniya-M /Block ML | Molniya-1 n†­100,StatusRetired,,Success
2320,2320,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jul 21, 1982 06:31 UTC",Cosmos-3M (11K65M) | Cosmos 1388 to 1395,StatusRetired,,Success
2321,2321,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jul 07, 1982 09:47 UTC",Cosmos-3M (11K65M) | Cosmos 1386,StatusRetired,,Success
2322,2322,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jun 29, 1982 21:45 UTC",Cosmos-3M (11K65M) | Cosmos 1383,StatusRetired,,Success
2323,2323,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Jun 27, 1982 16:09 UTC",Space Shuttle Columbia | STS-4,StatusRetired,450.0,Success
2324,2324,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jun 25, 1982 02:28 UTC",Molniya-M /Block 2BL | Cosmos 1382,StatusRetired,,Success
2325,2325,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Jun 18, 1982 11:58 UTC",Cosmos-3M (11K65M) | Cosmos 1380,StatusRetired,,Partial Failure
2326,2326,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Jun 18, 1982 11:04 UTC",Tsyklon-2 | Cosmos 1379,StatusRetired,,Success
2327,2327,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Thu Jun 10, 1982 17:37 UTC",Tsyklon-3 | Cosmos 1378,StatusRetired,,Success
2328,2328,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sun Jun 06, 1982 17:10 UTC",Cosmos-3M (11K65M) | Cosmos 1375,StatusRetired,,Success
2329,2329,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Jun 03, 1982 21:30 UTC",Cosmos-3MRB (65MRB) | Cosmos 1374 (BOR-4 Space Shuttle),StatusRetired,,Success
2330,2330,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Jun 01, 1982 13:58 UTC",Tsyklon-2 | Cosmos 1372,StatusRetired,,Success
2331,2331,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jun 01, 1982 04:37 UTC",Cosmos-3M (11K65M) | Cosmos 1371,StatusRetired,,Success
2332,2332,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 28, 1982 22:02 UTC",Molniya-M /Block ML | Molniya-1 n†­99,StatusRetired,,Success
2333,2333,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu May 20, 1982 13:08 UTC",Molniya-M /Block 2BL | Cosmos 1367,StatusRetired,,Success
2334,2334,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri May 14, 1982 19:39 UTC",Tsyklon-2 | Cosmos 1365,StatusRetired,,Success
2335,2335,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Tue May 11, 1982 18:45 UTC",Titan IIID | KH-9 & SSF-D-4,StatusRetired,,Success
2336,2336,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu May 06, 1982 18:07 UTC",Cosmos-3M (11K65M) | Cosmos 1357 to 1364,StatusRetired,,Success
2337,2337,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed May 05, 1982 08:01 UTC",Vostok-2M | Cosmos 1356,StatusRetired,,Success
2338,2338,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Thu Apr 29, 1982 09:55 UTC",Tsyklon-2 | Cosmos 1355,StatusRetired,,Success
2339,2339,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 28, 1982 02:52 UTC",Cosmos-3M (11K65M) | Cosmos 1354,StatusRetired,,Success
2340,2340,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Wed Apr 21, 1982 01:40 UTC",Cosmos-3M (11K65M) | Cosmos 1351,StatusRetired,,Success
2341,2341,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Apr 08, 1982 00:15 UTC",Cosmos-3M (11K65M) | Cosmos 1349,StatusRetired,,Success
2342,2342,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Apr 07, 1982 13:41 UTC",Molniya-M /Block 2BL | Cosmos 1348,StatusRetired,,Success
2343,2343,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Mar 31, 1982 16:27 UTC",Vostok-2M | Cosmos 1346,StatusRetired,,Success
2344,2344,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Mar 31, 1982 09:00 UTC",Cosmos-3M (11K65M) | Cosmos 1345,StatusRetired,,Success
2345,2345,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Thu Mar 25, 1982 09:50 UTC",Tsyklon-3 | Meteor-2 n†­8,StatusRetired,,Success
2346,2346,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Mar 24, 1982 09:47 UTC",Cosmos-3M (11K65M) | Cosmos 1344,StatusRetired,,Success
2347,2347,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 24, 1982 00:12 UTC",Molniya-M /Block ML | Molniya-3 n†­98,StatusRetired,,Success
2348,2348,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Mon Mar 22, 1982 16:00 UTC",Space Shuttle Columbia | STS-3,StatusRetired,450.0,Success
2349,2349,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Mar 06, 1982 19:25 UTC",Titan III(23)C | DSP-10,StatusRetired,,Success
2350,2350,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Mar 05, 1982 00:23 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat V -504,StatusRetired,,Success
2351,2351,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Thu Mar 04, 1982 16:41 UTC",Cosmos-3M (11K65M) | Ta??foun n†­27,StatusRetired,,Failure
2352,2352,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Mar 03, 1982 05:44 UTC",Molniya-M /Block 2BL | Cosmos 1341,StatusRetired,,Success
2353,2353,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Feb 26, 1982 20:10 UTC",Molniya-M /Block ML | Molniya-1 n†­97,StatusRetired,,Success
2354,2354,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Fri Feb 19, 1982 01:42 UTC",Vostok-2M | Cosmos 1340,StatusRetired,,Success
2355,2355,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Feb 17, 1982 21:56 UTC",Cosmos-3M (11K65M) | Cosmos 1339,StatusRetired,,Success
2356,2356,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Thu Feb 11, 1982 01:11 UTC",Tsyklon-2 | Cosmos 1337,StatusRetired,,Success
2357,2357,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jan 29, 1982 11:00 UTC",Cosmos-3M (11K65M) | Cosmos 1335,StatusRetired,,Success
2358,2358,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Jan 21, 1982 19:36 UTC",Titan III(24)B | OPS 2849,StatusRetired,,Success
2359,2359,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Jan 14, 1982 07:51 UTC",Cosmos-3M (11K65M) | Cosmos 1333,StatusRetired,,Success
2360,2360,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Jan 07, 1982 15:38 UTC",Cosmos-3M (11K65M) | Cosmos 1331,StatusRetired,,Success
2361,2361,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Dec 23, 1981 13:15 UTC",Molniya-M /Block ML | Molniya-1 n†­96,StatusRetired,,Success
2362,2362,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Sun Dec 20, 1981 01:29 UTC",Ariane 1 | MARCES-1 & CAT-4,StatusRetired,,Success
2363,2363,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Dec 19, 1981 01:10 UTC",Atlas-E/F SGS-1 | GPS-7,StatusRetired,,Failure
2364,2364,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 17, 1981",Cosmos-3M (11K65M) | Radio-Sputnik 3 to 8,StatusRetired,,Success
2365,2365,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Dec 15, 1981 23:35 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat V -503,StatusRetired,,Success
2366,2366,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 04, 1981 11:06 UTC",Cosmos-3M (11K65M) | Cosmos 1304,StatusRetired,,Partial Failure
2367,2367,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Thu Dec 03, 1981 11:47 UTC",Tsyklon-3 | Cosmos 1328,StatusRetired,,Success
2368,2368,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Nov 28, 1981 18:08 UTC",Cosmos-3M (11K65M) | Cosmos 1320 to 1327,StatusRetired,,Success
2369,2369,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Fri Nov 20, 1981",Cosmos-3M (11K65M) | Bhaskara-2,StatusRetired,,Success
2370,2370,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Nov 17, 1981 15:25 UTC",Molniya-M /Block ML | Molniya-1 n†­95,StatusRetired,,Success
2371,2371,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Nov 12, 1981 15:09 UTC",Space Shuttle Columbia | STS-2,StatusRetired,450.0,Success
2372,2372,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Sat Oct 31, 1981 22:53 UTC",Molniya-M /Block 2BL | Cosmos 1317,StatusRetired,,Success
2373,2373,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Oct 31, 1981 09:22 UTC",Titan III(23)C | OPS-4029 (Vortex),StatusRetired,,Success
2374,2374,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Oct 17, 1981 05:59 UTC",Molniya-M /Block ML | Molniya-3 n†­94,StatusRetired,,Success
2375,2375,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Oct 13, 1981 23:01 UTC",Vostok-2M | Cosmos 1315,StatusRetired,,Success
2376,2376,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Wed Sep 30, 1981 08:00 UTC",Tsyklon-3 | Cosmos 1312,StatusRetired,,Success
2377,2377,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Sep 28, 1981 21:00 UTC",Cosmos-3M (11K65M) | Cosmos 1311,StatusRetired,,Success
2378,2378,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 23, 1981 08:00 UTC",Cosmos-3M (11K65M) | Cosmos 1310,StatusRetired,,Success
2379,2379,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Sep 21, 1981",Tsyklon-3 | Aureole 3,StatusRetired,,Success
2380,2380,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sat Sep 19, 1981 21:28 UTC",Feng Bao 1 | Shijian 2,StatusRetired,,Success
2381,2381,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Sep 18, 1981 03:34 UTC",Cosmos-3M (11K65M) | Cosmos 1308,StatusRetired,,Success
2382,2382,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Mon Sep 14, 1981 20:31 UTC",Tsyklon-2 | Cosmos 1306,StatusRetired,,Success
2383,2383,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 11, 1981 08:43 UTC",Molniya-M /Block ML | Cosmos 1305,StatusRetired,,Partial Failure
2384,2384,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Sep 03, 1981 18:29 UTC",Titan IIID | KH-11,StatusRetired,,Success
2385,2385,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Aug 28, 1981 16:18 UTC",Cosmos-3M (11K65M) | Cosmos 1302,StatusRetired,,Success
2386,2386,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Aug 24, 1981 21:40 UTC",Tsyklon-3 | Cosmos 1300,StatusRetired,,Success
2387,2387,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Aug 24, 1981 16:37 UTC",Tsyklon-2 | Cosmos 1299,StatusRetired,,Success
2388,2388,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Aug 12, 1981 05:46 UTC",Cosmos-3M (11K65M) | Cosmos 1295,StatusRetired,,Success
2389,2389,MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Aug 10, 1981 20:03 UTC",N-II Star-37E | Himawari 2,StatusRetired,,Success
2390,2390,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Aug 07, 1981",Vostok-2M | Intercosmos 22,StatusRetired,,Success
2391,2391,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Aug 06, 1981 11:49 UTC",Cosmos-3M (11K65M) | Cosmos 1287 to 1294,StatusRetired,,Success
2392,2392,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Aug 06, 1981 08:16 UTC",Atlas-SLV3D Centaur-D1AR | FLTSATCOM-5,StatusRetired,,Partial Failure
2393,2393,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Tue Aug 04, 1981 08:28 UTC",Tsyklon-2 | Cosmos 1286,StatusRetired,,Success
2394,2394,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Aug 04, 1981 00:12 UTC",Molniya-M /Block 2BL | Cosmos 1285,StatusRetired,,Success
2395,2395,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jul 10, 1981 05:14 UTC",Vostok-2M | Meteor-Priroda n†­5 & Iskra 1,StatusRetired,,Success
2396,2396,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 24, 1981 17:47 UTC",Molniya-M /Block ML | Molniya-1 n†­92,StatusRetired,,Success
2397,2397,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Jun 23, 1981 10:52 UTC",Atlas-E/F Star-37S-ISS | NOAA-C,StatusRetired,,Success
2398,2398,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jun 19, 1981 19:37 UTC",Molniya-M /Block 2BL | Cosmos 1278,StatusRetired,,Success
2399,2399,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Fri Jun 19, 1981 12:33 UTC",Ariane 1 | CAT-3 & Others,StatusRetired,,Success
2400,2400,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jun 09, 1981 03:33 UTC",Molniya-M /Block ML | Molniya-3 n†­91,StatusRetired,,Success
2401,2401,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Jun 04, 1981 15:41 UTC",Cosmos-3M (11K65M) | Cosmos 1275,StatusRetired,,Success
2402,2402,ISRO,"SLV LP, Satish Dhawan Space Centre, India","Sun May 31, 1981 05:00 UTC",SLV-3 | Rohini RS-D1,StatusRetired,,Partial Failure
2403,2403,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat May 23, 1981 22:42 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat V -501,StatusRetired,,Success
2404,2404,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue May 19, 1981 03:49 UTC",Vostok-2M | Cosmos 1271,StatusRetired,,Success
2405,2405,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu May 14, 1981 21:45 UTC",Vostok-2M | Meteor-2 n†­8,StatusRetired,,Success
2406,2406,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu May 07, 1981 13:21 UTC",Cosmos-3M (11K65M) | Cosmos 1269,StatusRetired,,Success
2407,2407,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Fri Apr 24, 1981 21:32 UTC",Titan III(34)B Agena-D | Jumpseat 6,StatusRetired,,Success
2408,2408,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Apr 12, 1981 12:00 UTC",Space Shuttle Columbia | STS-1,StatusRetired,450.0,Success
2409,2409,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Apr 09, 1981 12:00 UTC",Cosmos-3M (11K65M) | Cosmos 1263,StatusRetired,,Success
2410,2410,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 31, 1981 09:39 UTC",Molniya-M /Block 2BL | Cosmos 1261,StatusRetired,,Success
2411,2411,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 24, 1981 03:31 UTC",Molniya-M /Block ML | Molniya-3 n†­90,StatusRetired,,Success
2412,2412,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Mar 21, 1981 03:45 UTC",Tsyklon-2 | Cosmos 1266,StatusRetired,,Success
2413,2413,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Mar 20, 1981 23:45 UTC",Tsyklon-2 | Cosmos 1260,StatusRetired,,Success
2414,2414,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Mar 16, 1981 13:30 UTC",Titan III(23)C | DSP-9,StatusRetired,,Success
2415,2415,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Mar 14, 1981 16:55 UTC",Tsyklon-2 | Cosmos 1258,StatusRetired,,Success
2416,2416,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Mar 06, 1981 11:31 UTC",Cosmos-3M (11K65M) | Cosmos 1250 to 1257,StatusRetired,,Success
2417,2417,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Thu Mar 05, 1981 18:09 UTC",Tsyklon-2 | Cosmos 1249,StatusRetired,,Success
2418,2418,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Sat Feb 28, 1981 19:15 UTC",Titan III(24)B | OPS 1166,StatusRetired,,Success
2419,2419,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Feb 21, 1981 23:23 UTC",Atlas-SLV3D Centaur-D1AR | Comstar D4,StatusRetired,,Success
2420,2420,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sat Feb 21, 1981 00:30 UTC",Mu-III S | Hinotori,StatusRetired,,Success
2421,2421,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu Feb 19, 1981 10:00 UTC",Molniya-M /Block 2BL | Cosmos 1247,StatusRetired,,Success
2422,2422,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Feb 12, 1981 18:21 UTC",Cosmos-3M (11K65M) | Cosmos 1244,StatusRetired,,Success
2423,2423,MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Feb 11, 1981 08:30 UTC",N-II Star-37E | Kiku 3,StatusRetired,,Success
2424,2424,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Feb 06, 1981",Cosmos-3M (11K65M) | Intercosmos 21,StatusRetired,,Success
2425,2425,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Feb 02, 1981 02:19 UTC",Tsyklon-2 | Cosmos 1243,StatusRetired,,Success
2426,2426,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jan 30, 1981 16:27 UTC",Molniya-M /Block ML | Molniya-1 n†­89,StatusRetired,,Success
2427,2427,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Jan 27, 1981 14:58 UTC",Vostok-2M | Cosmos 1242,StatusRetired,,Success
2428,2428,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Jan 23, 1981 11:20 UTC",Tsyklon-3 | Cosmos 1242,StatusRetired,,Failure
2429,2429,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jan 21, 1981 08:29 UTC",Cosmos-3M (11K65M) | Cosmos 1241,StatusRetired,,Success
2430,2430,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jan 16, 1981 09:00 UTC",Cosmos-3M (11K65M) | Cosmos 1238,StatusRetired,,Success
2431,2431,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jan 09, 1981 14:57 UTC",Molniya-M /Block ML | Molniya-3 n†­88,StatusRetired,,Success
2432,2432,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Dec 25, 1980",Molniya-M /Block SO-L | Prognoz n†­8,StatusRetired,,Success
